"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase","SpecCode","DemersPelag","Vulnerability","Resilience"
"Apristurus sinensis","South China cat shark, freckled catshark, south china catshark, Pejegato chino, Holbiche chuhu, Holbiche chuchu, Zuid-chinese kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",44225,"http://www.iucnredlist.org/details/classify/44225/0","http://www.iucnredlist.org/pdflink.44225","http://www.fishbase.org/summary/Apristurus-sinensis.html",783,"bathydemersal",39.76,"Very low"
"Apristurus spongiceps","Spongehead cat shark, spongehead catshark, Pejegato esponjoso, Pejegato esponjosa, Sponshoofdkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",44226,"http://www.iucnredlist.org/details/classify/44226/0","http://www.iucnredlist.org/pdflink.44226","http://www.fishbase.org/summary/Apristurus-spongiceps.html",784,"bathydemersal",47.12,"Very low"
"Apristurus stenseni","Panama ghost catshark, Panama ghost cat shark, Pejegato panameo, Panamaspookkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",44574,"http://www.iucnredlist.org/details/classify/44574/0","http://www.iucnredlist.org/pdflink.44574","http://www.fishbase.org/summary/Apristurus-stenseni.html",786,"bathydemersal",65.6,"Very low"
"Aptychotrema rostrata","Geigenrochen, Eastern shovelnose ray, Australian shovelnose ray, Banjo fish, Banks shovelnose ray, Common shovelnosed ray, East Australian shovelnose ray, Eragoni, Guitarfish, Long-snout shovelnose ray, Long-snouted shovelnose ray, Short-snouted shovelnose ray, Shovelnose ray, Shovelnose shark, Southern shovelnose ray, Nokkakitararausku, Oostelijke gitaarrog","RAJIFORMES","RHINOBATIDAE","LC",161596,"http://www.iucnredlist.org/details/classify/161596/0","http://www.iucnredlist.org/pdflink.161596","http://www.fishbase.org/summary/Aptychotrema-rostrata.html",15384,"demersal",60.44,"Low"
"Aptychotrema timorensis","Spotted shovelnose ray","RAJIFORMES","RHINOBATIDAE","VU",60179,"http://www.iucnredlist.org/details/classify/60179/0","http://www.iucnredlist.org/pdflink.60179","http://www.fishbase.org/summary/Aptychotrema-timorensis.html",63348,"benthopelagic",35.57,"Medium"
"Aptychotrema vincentiana","Western shovelnose ray, Guitarfish, Shovelnose shark, Southern shovelnose ray, Yellow shovelnose ray, Australiankitararausku, Zuidelijke gitaarrog","RAJIFORMES","RHINOBATIDAE","LC",44186,"http://www.iucnredlist.org/details/classify/44186/0","http://www.iucnredlist.org/pdflink.44186","http://www.fishbase.org/summary/Aptychotrema-vincentiana.html",24022,"demersal",48.7,"Low"
"Arhynchobatis asperrimus","Langhalet newzealansk rokke, Longtail skate, Longtailed skate, Langstaartrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161577,"http://www.iucnredlist.org/details/classify/161577/0","http://www.iucnredlist.org/pdflink.161577","http://www.fishbase.org/summary/Arhynchobatis-asperrimus.html",47414,"bathydemersal",61.66,"Low"
"Asymbolus analis","Australian spotted catshark, Darkspotted catshark, Grey spotted cat shark, Grey spotted catshark, Spotted catshark, Spotted dogfish, Pejegato de lunares, Pejeto de lunares, Grijsgevlekte kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41720,"http://www.iucnredlist.org/details/classify/41720/0","http://www.iucnredlist.org/pdflink.41720","http://www.fishbase.org/summary/Asymbolus-analis.html",788,"reef-associated",58.35,"Low"
"Asymbolus funebris",NA,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD",41721,"http://www.iucnredlist.org/details/classify/41721/0","http://www.iucnredlist.org/pdflink.41721","http://www.fishbase.org/summary/Asymbolus-funebris.html",57511,"pelagic-neritic",37.45,"Low"
"Asymbolus galacticus","Starry catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",195421,"http://www.iucnredlist.org/details/classify/195421/0","http://www.iucnredlist.org/pdflink.195421","http://www.fishbase.org/summary/Asymbolus-galacticus.html",64155,"benthopelagic",37.62,"Medium"
"Asymbolus occiduus","Western spotted catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41722,"http://www.iucnredlist.org/details/classify/41722/0","http://www.iucnredlist.org/pdflink.41722","http://www.fishbase.org/summary/Asymbolus-occiduus.html",57514,"pelagic-oceanic",50,"Low"
"Asymbolus pallidus","Pale spotted catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41723,"http://www.iucnredlist.org/details/classify/41723/0","http://www.iucnredlist.org/pdflink.41723","http://www.fishbase.org/summary/Asymbolus-pallidus.html",57515,"bathypelagic",44.58,"Low"
"Asymbolus parvus",NA,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41724,"http://www.iucnredlist.org/details/classify/41724/0","http://www.iucnredlist.org/pdflink.41724","http://www.fishbase.org/summary/Asymbolus-parvus.html",57513,"pelagic-oceanic",32.96,"Low"
"Asymbolus rubiginosus","Spotted catshark, Orange spotted catshark, Orange spotted catshrak, Rusty catshark, Rustyspotted catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41725,"http://www.iucnredlist.org/details/classify/41725/0","http://www.iucnredlist.org/pdflink.41725","http://www.fishbase.org/summary/Asymbolus-rubiginosus.html",57547,"pelagic-oceanic",35.76,"Low"
"Asymbolus submaculatus","Variegated catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41726,"http://www.iucnredlist.org/details/classify/41726/0","http://www.iucnredlist.org/pdflink.41726","http://www.fishbase.org/summary/Asymbolus-submaculatus.html",57512,"pelagic-oceanic",40.28,"Low"
"Asymbolus vincenti","Gulf cat shark, St. Vincent's gulf dogfish, gulf catshark, Pejegato de Tasmania, Chien tasmanien, Golfkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41727,"http://www.iucnredlist.org/details/classify/41727/0","http://www.iucnredlist.org/pdflink.41727","http://www.fishbase.org/summary/Asymbolus-vincenti.html",789,"reef-associated",50.03,"Low"
"Atelomycterus baliensis","Bali catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","VU",161736,"http://www.iucnredlist.org/details/classify/161736/0","http://www.iucnredlist.org/pdflink.161736","http://www.fishbase.org/summary/Atelomycterus-baliensis.html",62191,"demersal",37.58,"Medium"
"Atelomycterus fasciatus","Banded sand catshark, Banded catshark, Banded sand cat shark, Longlip spotted catshark, Bandzandkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41728,"http://www.iucnredlist.org/details/classify/41728/0","http://www.iucnredlist.org/pdflink.41728","http://www.fishbase.org/summary/Atelomycterus-fasciatus.html",54004,"demersal",36.85,"Low"
"Atelomycterus macleayi","Australian marbled catshark, Australian marbled cat shark, Marbled catshark, Pejegato jaspeado, Australiankissahai, Australische marmerkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41729,"http://www.iucnredlist.org/details/classify/41729/0","http://www.iucnredlist.org/pdflink.41729","http://www.fishbase.org/summary/Atelomycterus-macleayi.html",791,"reef-associated",44.84,"Low"
"Atelomycterus marmoratus","Marbled cat shark, Dog fish, Marble catshark, Marbled catshark, Spotted catshark, coral catshark, Pintarroja coral, Pintarroja coralera, Pintarrojia, Korallikissahai, Chien corail, Sango-torazame, Udumbu sravu, Udumban, Bolad, Wagli, Cucut kembang, Yu cicak, Yu karang, Yu pendek, Yu tokeh, Koraalkathaai, Corungum sorrah, Kurangan-sura, Udamban sura, Udambansura, Kaitan malo, Kaitan malu-malu, Lahos, Pating","CARCHARHINIFORMES","SCYLIORHINIDAE","NT",41730,"http://www.iucnredlist.org/details/classify/41730/0","http://www.iucnredlist.org/pdflink.41730","http://www.fishbase.org/summary/Atelomycterus-marmoratus.html",4305,"reef-associated",52.42,"Low"
"Atelomycterus marnkalha","Eastern banded catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",161434,"http://www.iucnredlist.org/details/classify/161434/0","http://www.iucnredlist.org/pdflink.161434","http://www.fishbase.org/summary/Atelomycterus-marnkalha.html",63793,"benthopelagic",37.7,"Medium"
"Atlantoraja castelnaui","Ray, Spotback skate, Raya a lunares, Raia-chita, Raia-jereba, Raya chita, Raya pintada, Rugvlekrog, Arraia-pintada, Arraia-chita, Chita, Raia-chita, Raia-pintada","RAJIFORMES","ARHYNCHOBATIDAE","EN",44575,"http://www.iucnredlist.org/details/classify/44575/0","http://www.iucnredlist.org/pdflink.44575","http://www.fishbase.org/summary/Atlantoraja-castelnaui.html",14143,"demersal",76.96,"Low"
"Atlantoraja cyclophora","Ray, Eyespot skate, Raja ojona, Raya, Futamaru-kasube, Oogvlekrog, Raia, Arraia-carimbada, Raia-carimbada, Raia-santa","RAJIFORMES","ARHYNCHOBATIDAE","VU",61398,"http://www.iucnredlist.org/details/classify/61398/0","http://www.iucnredlist.org/pdflink.61398","http://www.fishbase.org/summary/Atlantoraja-cyclophora.html",7609,"demersal",62.41,"Very low"
"Atlantoraja platana","La Plata skate","RAJIFORMES","ARHYNCHOBATIDAE","VU",63110,"http://www.iucnredlist.org/details/classify/63110/0","http://www.iucnredlist.org/pdflink.63110","http://www.fishbase.org/summary/Atlantoraja-platana.html",54110,"demersal",63.08,"Low"
"Aulohalaelurus kanakorum","New Caledonia catshark, Kanakorum catshark, New Caledonia cat shark, Nieuw-caledonische kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","VU",41870,"http://www.iucnredlist.org/details/classify/41870/0","http://www.iucnredlist.org/pdflink.41870","http://www.fishbase.org/summary/Aulohalaelurus-kanakorum.html",49095,"reef-associated",54.52,"Low"
"Aulohalaelurus labiosus","Black-spotted cat shark, Australian Blackspot catshark, Australian blackspotted catshark, Black spotted catshark, Black-spotted catshark, Blackspotted catshark, Pejegato estrellado, Huulikissahai, Hiu dolong, Zwartgevlekte kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41731,"http://www.iucnredlist.org/details/classify/41731/0","http://www.iucnredlist.org/pdflink.41731","http://www.fishbase.org/summary/Aulohalaelurus-labiosus.html",795,"demersal",53.65,"Low"
"Bathyraja abyssicola","deepsea skate, Deep-sea skate, abyssal skate, Chihirokasube, Diepzeerog","RAJIFORMES","ARHYNCHOBATIDAE","DD",2636,"http://www.iucnredlist.org/details/classify/2636/0","http://www.iucnredlist.org/pdflink.2636","http://www.fishbase.org/summary/Bathyraja-abyssicola.html",22552,"bathydemersal",86.02,"Low"
"Bathyraja aguja","Aguja skate, Agujarog","RAJIFORMES","ARHYNCHOBATIDAE","DD",61399,"http://www.iucnredlist.org/details/classify/61399/0","http://www.iucnredlist.org/pdflink.61399","http://www.fishbase.org/summary/Bathyraja-aguja.html",54024,"bathydemersal",78.11,"Low"
"Bathyraja aleutica","Aleutian skate, Arasukakasube, Aleutianrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161661,"http://www.iucnredlist.org/details/classify/161661/0","http://www.iucnredlist.org/pdflink.161661","http://www.fishbase.org/summary/Bathyraja-aleutica.html",2555,"bathydemersal",86.01,"Low"
"Bathyraja andriashevi","Little-eyed skate, Kleinogige rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161372,"http://www.iucnredlist.org/details/classify/161372/0","http://www.iucnredlist.org/pdflink.161372","http://www.fishbase.org/summary/Bathyraja-andriashevi.html",12581,"bathydemersal",71.07,"Low"
"Bathyraja bergi","Bottom skate, Raspback skate, Bodemrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161722,"http://www.iucnredlist.org/details/classify/161722/0","http://www.iucnredlist.org/pdflink.161722","http://www.fishbase.org/summary/Bathyraja-bergi.html",50293,"bathydemersal",78.11,"Low"
"Bathyraja brachyurops","Broadnose skate, Common ray, Raya de los canales, Raya cola corta, Raya de cola corta, Raie lisse, Blonde rog, Breedsnuitrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",63111,"http://www.iucnredlist.org/details/classify/63111/0","http://www.iucnredlist.org/pdflink.63111","http://www.fishbase.org/summary/Bathyraja-brachyurops.html",51184,"demersal",59.6,"Low"
"Bathyraja cousseauae","Joined-fins skate","RAJIFORMES","ARHYNCHOBATIDAE","NT",63106,"http://www.iucnredlist.org/details/classify/63106/0","http://www.iucnredlist.org/pdflink.63106","http://www.fishbase.org/summary/Bathyraja-cousseauae.html",63559,"demersal",64.83,"Very low"
"Bathyraja diplotaenia","Dusky-pink skate, Duskypink skate, Ribonkasube, Donkerroze rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161462,"http://www.iucnredlist.org/details/classify/161462/0","http://www.iucnredlist.org/pdflink.161462","http://www.fishbase.org/summary/Bathyraja-diplotaenia.html",22559,"bathydemersal",78.11,"Low"
"Bathyraja eatonii","Eaton's skate, Eatons's skate, Raya de Eaton, Raja de Eaton, Raie d'Eaton","RAJIFORMES","ARHYNCHOBATIDAE","DD",161739,"http://www.iucnredlist.org/details/classify/161739/0","http://www.iucnredlist.org/pdflink.161739","http://www.fishbase.org/summary/Bathyraja-eatonii.html",6948,"demersal",67.82,"Low"
"Bathyraja fedorovi","Kanelrokke, Cinnamon skate, Fedorov skate, Fedorov's skate, Kaneelrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161623,"http://www.iucnredlist.org/details/classify/161623/0","http://www.iucnredlist.org/pdflink.161623","http://www.fishbase.org/summary/Bathyraja-fedorovi.html",54111,"bathydemersal",61.67,"Low"
"Bathyraja griseocauda","Graytale stake, Austral ray, Graytail skate, Raya austral lija, Raya gris, Raya lija, Grijsstaartrog","RAJIFORMES","ARHYNCHOBATIDAE","EN",63113,"http://www.iucnredlist.org/details/classify/63113/0","http://www.iucnredlist.org/pdflink.63113","http://www.fishbase.org/summary/Bathyraja-griseocauda.html",27229,"bathydemersal",53.03,"Low"
"Bathyraja hesperafricana","West African skate, Westafrikaanse rog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161641,"http://www.iucnredlist.org/details/classify/161641/0","http://www.iucnredlist.org/pdflink.161641","http://www.fishbase.org/summary/Bathyraja-hesperafricana.html",23795,"bathydemersal",88.08,"Low"
"Bathyraja irrasa","Kerguelen sandpaper skate, Kerguelen sandpaper-skate, Raya rugosa, Raja rugosa, Raie rugueuse","RAJIFORMES","ARHYNCHOBATIDAE","NT",161659,"http://www.iucnredlist.org/details/classify/161659/0","http://www.iucnredlist.org/pdflink.161659","http://www.fishbase.org/summary/Bathyraja-irrasa.html",6949,"bathydemersal",73.71,"Low"
"Bathyraja ishiharai",NA,"RAJIFORMES","ARHYNCHOBATIDAE","DD",161387,"http://www.iucnredlist.org/details/classify/161387/0","http://www.iucnredlist.org/pdflink.161387","http://www.fishbase.org/summary/Bathyraja-ishiharai.html",63802,"demersal",78.11,"Very low"
"Bathyraja isotrachys","Raspback skate, Challenger skate, Charenja-kasube, Sokogangi-ei, Rasprog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161454,"http://www.iucnredlist.org/details/classify/161454/0","http://www.iucnredlist.org/pdflink.161454","http://www.fishbase.org/summary/Bathyraja-isotrachys.html",22556,"bathydemersal",63.45,"Low"
"Bathyraja kincaidii","Sandpaper skate","RAJIFORMES","ARHYNCHOBATIDAE","DD",161706,"http://www.iucnredlist.org/details/classify/161706/0","http://www.iucnredlist.org/pdflink.161706","http://www.fishbase.org/summary/Bathyraja-kincaidii.html",NA,NA,NA,NA
"Bathyraja lindbergi","Commander skate, cmmander skate, Komandorukasube","RAJIFORMES","ARHYNCHOBATIDAE","LC",161430,"http://www.iucnredlist.org/details/classify/161430/0","http://www.iucnredlist.org/pdflink.161430","http://www.fishbase.org/summary/Bathyraja-lindbergi.html",22565,"demersal",75.57,"Low"
"Bathyraja longicauda","Slimtail skate, Raya de cola larga, Slankstaartrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",44576,"http://www.iucnredlist.org/details/classify/44576/0","http://www.iucnredlist.org/pdflink.44576","http://www.fishbase.org/summary/Bathyraja-longicauda.html",52468,"demersal",78.11,"Low"
"Bathyraja maccaini","McCain's skate, Raya de McCain, Raie de McCain","RAJIFORMES","ARHYNCHOBATIDAE","NT",161529,"http://www.iucnredlist.org/details/classify/161529/0","http://www.iucnredlist.org/pdflink.161529","http://www.fishbase.org/summary/Bathyraja-maccaini.html",6950,"demersal",73.71,"Low"
"Bathyraja maculata","White-blotched skate, whiteblotched skate, Witgevlekte rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161350,"http://www.iucnredlist.org/details/classify/161350/0","http://www.iucnredlist.org/pdflink.161350","http://www.fishbase.org/summary/Bathyraja-maculata.html",54021,"bathydemersal",80.63,"Low"
"Bathyraja mariposa","Butterfly skate","RAJIFORMES","ARHYNCHOBATIDAE","DD",161319,"http://www.iucnredlist.org/details/classify/161319/0","http://www.iucnredlist.org/pdflink.161319","http://www.fishbase.org/summary/Bathyraja-mariposa.html",63102,"benthopelagic",63.67,"Very low"
"Bathyraja matsubarai","Dusky-purple skate, Duskypurple skate, Matsubara-ei, Donkerpaarse rog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161424,"http://www.iucnredlist.org/details/classify/161424/0","http://www.iucnredlist.org/pdflink.161424","http://www.fishbase.org/summary/Bathyraja-matsubarai.html",22561,"bathydemersal",73.93,"Low"
"Bathyraja meridionalis","Dark-belly skate, Darkbelly skate, Donkerbuikrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161619,"http://www.iucnredlist.org/details/classify/161619/0","http://www.iucnredlist.org/pdflink.161619","http://www.fishbase.org/summary/Bathyraja-meridionalis.html",6951,"demersal",73.71,"Low"
"Bathyraja microtrachys","Roughtail skate","RAJIFORMES","ARHYNCHOBATIDAE","LC",161683,"http://www.iucnredlist.org/details/classify/161683/0","http://www.iucnredlist.org/pdflink.161683","http://www.fishbase.org/summary/Bathyraja-microtrachys.html",NA,NA,NA,NA
"Bathyraja minispinosa","Whitebrow skate, Smallthorn skate, Subesubekasube, Kleingestekelde rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161381,"http://www.iucnredlist.org/details/classify/161381/0","http://www.iucnredlist.org/pdflink.161381","http://www.fishbase.org/summary/Bathyraja-minispinosa.html",22564,"demersal",75.74,"Low"
"Bathyraja pallida","Heller Tiefenrochen, Pale ray, Pallid skate, pallid ray, Vale rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",63115,"http://www.iucnredlist.org/details/classify/63115/0","http://www.iucnredlist.org/pdflink.63115","http://www.fishbase.org/summary/Bathyraja-pallida.html",9251,"bathydemersal",86.02,"Low"
"Bathyraja panthera","Leopard skate","RAJIFORMES","ARHYNCHOBATIDAE","LC",80671020,"http://www.iucnredlist.org/details/classify/80671020/0","http://www.iucnredlist.org/pdflink.80671020","http://www.fishbase.org/summary/Bathyraja-panthera.html",66500,"demersal",71.07,"Low"
"Bathyraja papilonifera",NA,"RAJIFORMES","ARHYNCHOBATIDAE","DD",63112,"http://www.iucnredlist.org/details/classify/63112/0","http://www.iucnredlist.org/pdflink.63112","http://www.fishbase.org/summary/Bathyraja-papilonifera.html",NA,NA,NA,NA
"Bathyraja parmifera","Alaska-rokke, Alaska skate, Blunt skate, flathead skate, Alaskarog, Stompe rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161471,"http://www.iucnredlist.org/details/classify/161471/0","http://www.iucnredlist.org/pdflink.161471","http://www.fishbase.org/summary/Bathyraja-parmifera.html",2564,"demersal",76.89,"Low"
