"ScientificName","FBname","order_name","family_nam","DemersPelag","code","Vulnerability","Resilience","Length","LongevityWild","web_redlist","web_fishbase","CommonName","MarkRecapt_tags","MarkRecapt_mean","MarkRecapt_sd","passive_tags","passive_mean","passive_sd","satellite_tags","satellite_mean","satellite_sd"
"Scyliorhinus besnardi","Polkadot catshark","Carcharhiniformes","Scyliorhinidae","demersal","DD",39.27,"Low",47,NA,"http://www.iucnredlist.org/details/classify/44588/0","http://www.fishbase.org/summary/Scyliorhinus-besnardi.html","Polka-dot cat shark, polkadot catshark, lija, Roussette polka, Gestippelde kathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus boa","Boa catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","LC",48.16,"Low",54,NA,"http://www.iucnredlist.org/details/classify/161336/0","http://www.fishbase.org/summary/Scyliorhinus-boa.html","Boa cat shark, boa catshark, Gatica, Roussette boa, Gomafu-torazame, Boakathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus canicula","Lesser spotted dogfish","Carcharhiniformes","Scyliorhinidae","demersal","LC",62.37,"Low",100,12,"http://www.iucnredlist.org/details/classify/161399/0","http://www.fishbase.org/summary/Scyliorhinus-canicula.html","Irsh, Kalb el bah'r, Kelb el bahr, Ktat, ki-rouz, kazh mor, touill bihen, Gat ver, Gat, Gatet, Gatvaire, Gattucciu, morgi, morgi meiaf, Katzenhai, Kleiner Katzenhai, Kleingefleckter Katzenhai, Kleinigefleckte, Skylopsaro, Skylopsaraki, Lesser-spotted catshark, Cat, Dogfish, Fay dog, Lesser spotted dogfish, Mona, Rough dog, Rough hound, Sandy dogfish, Small spotted dog, Small-spotted cat shark, Small-spotted dogfish, Smallspotted catshark, Spotted catshark, Spotted dogfish, small spotted catshark, small-spotted catshark, smaller spotted catshark, smaller spotted dogfish, Gato, Breka, Cat, Catuarraya, Galeo, Gat, Gatet, Gato marino, Gatvaire, Mamatxa, Melgacho, Mona, Pez perro, Pintarroja, Pitarrosa, Pitarrosa de altura, Pitarrosin, katuarraina, Pistepunahai, Catarouquiera, Catarousse, Charotel, Chat de mer, Chat marin, Gat, Gatanghier, Petite chat de mer, Petite rousette, Petite roussette, Rousse, Roussette, Saumonette, Squale roussette, Squale-roussette, morgay, Gobbag hooill, Gildan, Gildon kalbi, Macka bljedica, Rijanka, parda, Gattuccio, Attaredda, Cacciottiello, Cacciuni, Cacciuottolo, Cagnotiello, Cagnulu, Canicchie, Cattuzzu, Cazzuni, Gata, Gata de Quarnero, Gattaccio minore, Gattaiellu, Gattareddu, Gattina, Gattocele, Gattod, Gattodde, Gattu di mari, Gattuccia, Gattucciu, Gattuso, Gatuso, Gatuzzu, Jadduzzu, Jattupaddu, Jattupardu, Liabarda, Pardolle, Pesce cagnolo, Pinto-rousso, Rosetta minore, Salamine, gattucio, Gattarell, Gattarell tat-tikek, Hondshaai, Zeehond, Rekinek psi, rekinek, pataroxa, Pata-roxa, Pintarroxa, morskoi kot, Koshachya akula, Obyknovennaya koshach'ya akula, morgay, Mace-deti, Mice-deti, mace deti, mica e detit, mice me pika, Macka bjelica, Macka, Morska macka, Kedi baligi, Dislikedi baligi, Kedib, Skylaki, kedi, Koshacha akula",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus capensis","Yellowspotted catshark","Carcharhiniformes","Scyliorhinidae","demersal","NT",68.4,"Very low",122,NA,"http://www.iucnredlist.org/details/classify/39349/0","http://www.fishbase.org/summary/Scyliorhinus-capensis.html","Geelspikkel-kathaai, yellowspotted catshark, Dogfish, Lazy shark, Spotted lazyshark, White-spotted dogfish, Yellow-spotted cat shark, Kapinpunahai, Geelgestippelde kathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus cervigoni","West African catshark","Carcharhiniformes","Scyliorhinidae","demersal","DD",55.14,"Low",67,NA,"http://www.iucnredlist.org/details/classify/60234/0","http://www.fishbase.org/summary/Scyliorhinus-cervigoni.html","West African cat shark, Nurse hound, west african catshark, Roussette thalassa, West-afrikaanse kathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus comoroensis","Comoro cat shark","Carcharhiniformes","Scyliorhinidae","bathydemersal","DD",63.94,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/161429/0","http://www.fishbase.org/summary/Scyliorhinus-comoroensis.html","Comoro cat shark, Comoro catshark, Komorenkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus garmani","Brownspotted catshark","Carcharhiniformes","Scyliorhinidae","benthopelagic","DD",33.67,"Low",38,NA,"http://www.iucnredlist.org/details/classify/161458/0","http://www.fishbase.org/summary/Scyliorhinus-garmani.html","Brown-spotted cat shark, brownspotted catshark, Bruinvlekkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus haeckelii","Freckled catshark","Carcharhiniformes","Scyliorhinidae","demersal","DD",49.65,"Very low",60,NA,"http://www.iucnredlist.org/details/classify/44589/0","http://www.fishbase.org/summary/Scyliorhinus-haeckelii.html","Freckled cat shark, freckled catshark, lija, Roussette taches de son, Sproetige kathaai, Gata, Pintadinho, Pinto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus hesperius","Whitesaddled catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","DD",44.87,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/44590/0","http://www.fishbase.org/summary/Scyliorhinus-hesperius.html","White-saddled cat shark, whitesaddled catshark, Roussette selle blanche, Witzadelkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus meadi","Blotched catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","DD",45.95,"Low",49,NA,"http://www.iucnredlist.org/details/classify/60232/0","http://www.fishbase.org/summary/Scyliorhinus-meadi.html","Blotched catshark, Blotched cat shark, Klodderkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus retifer","Chain catshark","Carcharhiniformes","Scyliorhinidae","demersal","LC",39.44,"Low",48,NA,"http://www.iucnredlist.org/details/classify/60233/0","http://www.fishbase.org/summary/Scyliorhinus-retifer.html","Nethaj, Chain cat shark, chain catshark, chain dogfish, Ketjupunahai, Scyliorhinus retifer, Roussette maille, Kettingkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus stellaris","Nursehound","Carcharhiniformes","Scyliorhinidae","reef-associated","NT",82.58,"Low",170,19,"http://www.iucnredlist.org/details/classify/161484/0","http://www.fishbase.org/summary/Scyliorhinus-stellaris.html","Hartouka gata, Irsh, Kalb bahar, Kalb el bah'r, Kelb bahr, Kelb el bahr, Qattous, bleiz mor, farlot, kribin, marc'ha dour, touill bras, Gat, Gatvaire, Gattu bardu, Pesciu gattu, morgi brych, grossgefleckter Katzenhai, Hundshai, Katzenhai, Pantherhai, Gatopsaraki, Gatos, Skyllopsaro, Bull Huss / Nursehound, Bull huss, Dogfish, Flake, Flake catfish, Greate-spotted dogfish, Greater spotted dogfish, Hound, Large-spotted dogfish, Larger spotted dogfish, Nurse, Nurse hound, Nurse-hound, Rigg, nursehound, lija, Breka, Gat, Gat vayre, Gata, Gatet, Gato marino, Gatvaire, Gatvayra, Lixa, Moma, Momarra, Muxina, Patarroxa, Pintarroja, Pitarrosa, Renuda, Roussette, Chat-rochier, Gat rouquin, Grand chat de mer, Grande roussette, Govag, Gildon cokhavi, Macka mrkulja, Gattopardo, Attupardu, Barbe, Barde, Diobarda, Gata nostrana, Gata sciava, Gatta d'argua, Gattu di mari, Gattu steddari, Gattubardu, Gattuccio, Gattuccio maggiore, Gattucia, Gattupardu, Gattuso, Grande rosetta, Jattaredda, Jattefarre, Jattolla, Jattupaddu 'i rocca, Jattuparda, Jattupardu, Labardu, Liobardo, Sgatto, Squalo gattopardo, Gattarell, Gattarell Tar-Rukkal, Gattarell tal-blat, Qattus tar-rukkal, Kathaai, Zeehoud, storflekka raudhai, Rekinek panterka a. plamisty, Rekinek plamisty, Lixa, Gata, Pata-roxa-gata, Pata-roxa-grande, Patarroxa, Patarroxa-gata, Patarroxa-grande, Akula-koshka, Dac-deti, daci i detit, Macka mrkulja, Macka, Morska macka, Kedi baligi, Bozlekelikedi baligi, kedi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus tokubee","Izu cat shark","Carcharhiniformes","Scyliorhinidae","demersal","DD",36.82,"Low",41.3,NA,"http://www.iucnredlist.org/details/classify/161412/0","http://www.fishbase.org/summary/Scyliorhinus-tokubee.html","Izu cat shark, Izu catshark, Izu-hana-torazame, Izukathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus torazame","Cloudy catshark","Carcharhiniformes","Scyliorhinidae","demersal","LC",37.89,"Very low",50,NA,"http://www.iucnredlist.org/details/classify/161435/0","http://www.fishbase.org/summary/Scyliorhinus-torazame.html","cloudy catshark, Cloudy cat shark, Tiger cat shark, Tummapunahai, Scyliorhinus torazame, Roussette nuageuse, Torazame, Tu-t'up-sang-o, Bedekte kathaai, Pating",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyliorhinus torrei","Dwarf catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","LC",30.77,"Very low",32,NA,"http://www.iucnredlist.org/details/classify/161449/0","http://www.fishbase.org/summary/Scyliorhinus-torrei.html","Cat shark, Cuban catshark, Dwarf cat shark, Dwarf catshark, Whitespotted catshark, Gatica, Gatica prieta, Pikkupunahai, Roussette naine, Dwergkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scylliogaleus quecketti","Flapnose houndshark","Carcharhiniformes","Triakidae","demersal","VU",56.2,"Very low",89,NA,"http://www.iucnredlist.org/details/classify/39360/0","http://www.fishbase.org/summary/Scylliogaleus-quecketti.html","Flapneus-hondhaai, flapnose houndshark, Huulikoirahai, Scylliogaleus quecketti, Flapsnuitvaalhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scymnodalatias albicauda","Whitetail dogfish","Squaliformes","Somniosidae","bathypelagic","DD",58.75,"Low",111,NA,"http://www.iucnredlist.org/details/classify/41855/0","http://www.fishbase.org/summary/Scymnodalatias-albicauda.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scymnodalatias garricki","Azores dogfish","Squaliformes","Somniosidae","bathypelagic","DD",58.26,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/161583/0","http://www.fishbase.org/summary/Scymnodalatias-garricki.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scymnodalatias oligodon","Sparsetooth dogfish","Squaliformes","Somniosidae","benthopelagic","DD",58.26,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/44570/0","http://www.fishbase.org/summary/Scymnodalatias-oligodon.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scymnodalatias sherwoodi","Sherwood dogfish","Squaliformes","Somniosidae","benthopelagic","DD",46.15,"Low",80.3,NA,"http://www.iucnredlist.org/details/classify/41856/0","http://www.fishbase.org/summary/Scymnodalatias-sherwoodi.html","Sherwood dogfish, Sherwood's dogfish, Bruja de Canterbury, Scymnodalatias sherwoodi, Squale-grogneur chien",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scymnodon ringens","Knifetooth dogfish","Squaliformes","Somniosidae","bathypelagic","DD",58.37,"Low",110,NA,"http://www.iucnredlist.org/details/classify/161717/0","http://www.fishbase.org/summary/Scymnodon-ringens.html","Messerzahnhai, Messerzahn-Dornhai, knifetooth dogfish, Bruja, Squale-grogneur commun, Mestandijshaai, Arreganhada, Knorrhaj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinobatis borneensis","Borneo leg skate","Rajiformes","Anacanthobatidae","bathydemersal","LC",32.06,"Low",39.9,NA,"http://www.iucnredlist.org/details/classify/161379/0","http://www.fishbase.org/summary/Sinobatis-borneensis.html","Borneo-lemmerokke, Borneo leg skate, Borneo legskate, Itohiki-ei, Borneopootrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinobatis bulbicauda","Western Australian Legskate","Rajiformes","Anacanthobatidae","demersal","LC",26.28,"Low",43.3,NA,"http://www.iucnredlist.org/details/classify/195477/0","http://www.fishbase.org/summary/Sinobatis-bulbicauda.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinobatis caerulea","Blue Legskate","Rajiformes","Anacanthobatidae","demersal","DD",30.57,"Low",69,NA,"http://www.iucnredlist.org/details/classify/195478/0","http://www.fishbase.org/summary/Sinobatis-caerulea.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinobatis filicauda","Eastern Australian legskate","Rajiformes","Anacanthobatidae","demersal","DD",26.95,"Low",55,NA,"http://www.iucnredlist.org/details/classify/195479/0","http://www.fishbase.org/summary/Sinobatis-filicauda.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinobatis melanosoma","Blackbodied leg skate","Rajiformes","Anacanthobatidae","bathydemersal","LC",46.4,"Low",59,NA,"http://www.iucnredlist.org/details/classify/161358/0","http://www.fishbase.org/summary/Sinobatis-melanosoma.html","Blackbodied leg skate, Blackbodied legskate, Zwartlijfpootrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somniosus antarcticus","Southern sleeper shark","Squaliformes","Somniosidae","benthopelagic","DD",87.45,"Very low",438,NA,"http://www.iucnredlist.org/details/classify/41857/0","http://www.fishbase.org/summary/Somniosus-antarcticus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somniosus longus",NA,"Squaliformes","Somniosidae","bathydemersal","DD",59.35,"Low",109.8,NA,"http://www.iucnredlist.org/details/classify/161552/0","http://www.fishbase.org/summary/Somniosus-longus.html","Frog shark, Kaeruzame",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somniosus microcephalus","Greenland shark","Squaliformes","Somniosidae","benthopelagic","NT",90,"Very low",730,NA,"http://www.iucnredlist.org/details/classify/60213/0","http://www.fishbase.org/summary/Somniosus-microcephalus.html","Groenlandse haai, Almindelig Havkal, Havhaj, Havkal, Ishaj, Eishai, Grundhai, Greenland shark, Greenland sleeper shark, Ground shark, Large sleeper shark, Oakettle, Sleeper, gray shark, gurry shark, sleeper shark, Tollo boreal, Tollo de Groenlandia, Holkeri, lamairgue du Groenland, Apocalle, Laimargue atlantique, Laimargue du Groenland, Requin du Groenland, laimargue, Squalo di groenlandia lemargo, Lemargo, Squalo di Groenlandia, Ekalugssuak, Ekaludjuag, Ekalukjuak, Eqaludjuaq, Eqalugssuaq, Eqalukjuag, Eqaluksuaq, Eqalukuak, Eqalusuaq, Iqalugjuaq, Iqalujjuaq, Iqalukuak, Groenlandse haai, Ijshaai, Rekin polarny, Lobo, Pailona, Rechin de Groelanda, Poljarnaja akula, Groenlandse haai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somniosus pacificus","Pacific sleeper shark","Squaliformes","Somniosidae","benthopelagic","DD",87.45,"Low",440,NA,"http://www.iucnredlist.org/details/classify/161403/0","http://www.fishbase.org/summary/Somniosus-pacificus.html","Stillehavshavkal, Greenland shark, Pacific sleeper shark, Southern sleeper shark, sleeper shark, Requin dormeur du Pacifique, Laimargue dormeur, Laimargue du Pacifique, Ondenzame, Pacifische ijshaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somniosus rostratus","Little sleeper shark","Squaliformes","Somniosidae","bathydemersal","DD",76.2,"Low",143,NA,"http://www.iucnredlist.org/details/classify/161432/0","http://www.fishbase.org/summary/Somniosus-rostratus.html","Lille havkal, Kleiner Schlafhai, Lemargo, Lemargos, little sleeper shark, Tollo boreal, Lemargo, Kaeruzame, Lemargo, Peshkagen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphyrna corona","Scalloped bonnethead","Carcharhiniformes","Sphyrnidae","demersal","NT",37.12,"Very low",92,NA,"http://www.iucnredlist.org/details/classify/44591/0","http://www.fishbase.org/summary/Sphyrna-corona.html","Scalloped bonnethead, Crown shark, Hammerhead, Mallethead shark, Shark, bonnethead, scolloped bonnethead, Cachona, Cornuda, Cornuda coronada, Cruceta, Martillo, Pez mertillo, Requin-marteau cornu, Requin marteau cornu, Hamerkophamerhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphyrna lewini","Scalloped hammerhead","Carcharhiniformes","Sphyrnidae","pelagic-oceanic","EN",81.26,"Low",430,35,"http://www.iucnredlist.org/details/classify/39385/0","http://www.fishbase.org/summary/Sphyrna-lewini.html","Skulprand-hamerkop, Jarjur, Abul-garn, Jarjur al graram, Qersh abu burnetta, Martell d'aleta negra, Guan sha, Indo-pacifisk hammerhaj, Bogenstirn-Hammerhai, Indopazifischer Hammerhai, Ktenozygena, scalloped hammerhead, Bronze hammerhead shark, Hammerhead, Hammerhead shark, Kidney-headed shark, Scalloped hamerhead, Scalloped hammer head, Scalloped hammerhead shark, Shark, Southern hammerhead shark, gebuchteter Hammerhai, smooth hammerhead, Cornuda martillo, Cachona, Cornuda, Cornuda negra, Martillo, Morfillo, Pez martillo, cornuda comun, Kooseh-e-sarchakoshi, Kampavasarahai, Qio ulu tu'I, qio mataitalia, Requin marteau, Requin marteau commun, Requin marteau halicorne, Requin-marteau halicorne, Kannar, Mano kihikihi, Squalo martello smerlato, Pesce martello, Aka shumokuzame, Aka-shumokuzame, Hiu caping, Hong-sal-gwi-sang-o, Viko, Akio viko, Viko palapalandoha, Chadayan sravu, Kan mushi, Kanmushi, Magal, Magala, Jerong tenggiri, Kad suar, Yu bengkong, Yu hamar, Yu jerung, Yu mata jauh, Yu palang, Yu parang, Yu sambaran, Yu sanggul, Yu sanggul lintang, Yu tanduk, Yu tukul, Yu-tukul sanggul, Geschulpte hamerhaai, Indopacifische hamerhaai, Glowomlot tropikalny, Cambeva, Cambeva preta, Cornudo, Peixe-martelo, Rudela, Mata'italiga, Manyaaso, Flerhornig hammarhaj, Papa mbingusi, Papa pingusi, Koma sorrah, Koma-sorrah, Chalarm Hua-kong, Pating, Ma'o taumata tamataroa, Ma'o tuamata, Mago avata, Taumata, Ndiagadar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphyrna media","Scoophead","Carcharhiniformes","Sphyrnidae","demersal","DD",58.84,"Low",150,NA,"http://www.iucnredlist.org/details/classify/60201/0","http://www.fishbase.org/summary/Sphyrna-media.html","Skehovedet hammerhaj, Scoophead shark, Shark, scoophead, Cachona, Cornuda, Cornuda cuchara, Martillo, Schepkophamerhaai, Cambeva",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphyrna mokarran","Great hammerhead","Carcharhiniformes","Sphyrnidae","pelagic-oceanic","EN",86.03,"Low",610,NA,"http://www.iucnredlist.org/details/classify/39386/0","http://www.fishbase.org/summary/Sphyrna-mokarran.html","Jarjur al graram, Abu-garn, Akran, Jarjur, Martell gegant, Stor hammerhaj, Megalozygena, Great hammerhead shark, Great hammerhead, Hammerhead, Hoe-head shark, Shark, Squat-headed hammerhead shark, scalloped hammerhead, Tollo cruz, Cachona, Cachona grande, Cornuda, Cornuda de ley, Cornuda gigante, Cornudo, Martillo, Pez martillo, Pez martillo gigante, Isovasarahai, Requin-marteau, Grand requin marteau, Grand requin-marteau, Requin marteau, Squalo martello maggiore, Grande squalo martello, Hira-shumokuzame, Hirashumoku zame, Nami-shumokuzame, Hiu caping, Viko palapalandoha, Akio viko, Yu-tukul parang, Jerong tenggiri, Kad suar, Yu bengkong, Yu jerung, Yu mata jauh, Yu palang, Yu parang, Yu sambaran, Yu sanggul, Yu sanggul lintang, Yu tanduk, Yu tukul, Kurazza, Kleinoog hamerhaai, Grote hamerhaai, Glowomlot olbrzymi, Sphyrna mokarran, Cambeva, Cornuda-gigante, Martelo, Peixe-martelo, Cawar, Stor hammarhaj, Papa-pingusi, Papa mbingusi, Chalrm Hua-kon-yai, Tamatarao, Ma'o tuamata",9,147.6842402,137.5226243,4,17.43543804,12.91609459,NA,NA,NA
"Sphyrna tiburo","Bonnethead","Carcharhiniformes","Sphyrnidae","reef-associated","LC",49.68,"Very low",150,12,"http://www.iucnredlist.org/details/classify/39387/0","http://www.fishbase.org/summary/Sphyrna-tiburo.html","Huehaj, Huehammerhaj, Bonnet hammerhead, Bonnet shark, Bonnethead shark, Bonnetnose shark, Shark, bonnethead, shovelhead, Pez martillo, Cabeza de pala, Cachona, Cachuda, Cornuda de corona, Cornuda tiburo, Sarda cachona, cornuda cabeza de pala, kleiner Hammerhai, Nuijahai, Requin-marteau tiburo, Requin marteau tiburo, Requin soyeux, Uchiwa-shumokuzame, Kaphamerhaai, Martelo, Cambeva-pata, Pata, Peixe-martelo, Rodela, Rudela",208,15.70097971,36.77470332,NA,NA,NA,NA,NA,NA
"Sphyrna tudes","Smalleye hammerhead","Carcharhiniformes","Sphyrnidae","benthopelagic","VU",59.37,"Very low",134,NA,"http://www.iucnredlist.org/details/classify/60202/0","http://www.fishbase.org/summary/Sphyrna-tudes.html","Llunada, Kleinaugen-Hammerhai, Mikrozygena, Hammerhead, Bonnet, Curry shark, Golden hammerhead, Great hammerhead, Plump-snouted hammerhead, Shark, Smalleye hammerhead shark, smalleye, smalleye hammerhead, Cornuda ojichica, Cornuda de corona, Pez martillo, cornuda tudes, Ruskovasarahai, Jaram bat, Pesce stampella, Martello occhi piccoli, Kannankodi, Krozza, Kurazza, Kurazza rasha zghira, Pixximartell, Kleinooghamerhaai, Cambeva, Marteleiro, Martelo, Peixe-martelo, Bat jaram bat",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphyrna zygaena","Smooth hammerhead","Carcharhiniformes","Sphyrnidae","pelagic-oceanic","VU",85.38,"Low",500,NA,"http://www.iucnredlist.org/details/classify/39388/0","http://www.fishbase.org/summary/Sphyrna-zygaena.html","Gladde hamerkop, Jarjur, Abou bornita, Abu-garn, Iskandar, Jarjur al graram, Martell, Pesciu capellu, morgi pen morthwyl, Hammerhaj, Almindelig hammerhaj, gemeiner Hammerfisch, Gemeiner Hammerhai, Glatter Hammerhai, Hamerhai, Hammerhai, Pateritza, Zygaena, Zygaina, Zygena, Smooth hammerhead shark, Commom hammerhead, Common hammerhead, Common hammerhead shark, Common smooth hammerhead shark, Hammerhead, Hammerhead shark, Round headed hammerhead, Round-headed hammer head shark, Round-headed hammerhead, Round-headed hammerhead shark, Shark, shovelhead shark, smooth hammerhead, Pez martillo, Cabeza de martillo, Cachona, Carnuda, Corna, Cornuda, Cornuda cruz, Cornudilla, Cornuilla, Guardia civil, Leunada, Martell, Martillo, Medialuna, Sarda de cachas, Tailandano, Tollo cruz, cornuda prieta, Vasarahai, Requin marteau, Cagnole, Maillet, Marteau, Pantouflier, Pantouflier lavaco, Requin marteau commun, Requin marteau lisse, Requin-marteau, Requin-marteau commun, Requin-marteau lisse, Scroesna, Kaner, Kan moosi, Patishan, Jaram, Mano kihikihi, Pesce martello, Capa a martiello, Magniusa, Magnosa, Magnose, Magnusa, Martello, Pei judiu, Pesca martello, Pesce carabiniere, Pesce martiello, Pescio scrossua, Pisci carabbineri, Pisci crozza, Pisci marteddu, Pisci matteddu, Ribello, Squalo martello, Stampella, Shiro-shumokuzame, Hiu caping, Variocha, Viko, Kakere, Mango-pare, Mangopare, Chattithalayan sravu, Chadayan, Kombansurav, Kaner, Boat, Boot, Kan mushi, Kaneri, Jerong tenggiri, Yu bengkong, Yu mata jauh, Yu palang, Yu parang, Yu sanggul, Yu tukul, Kurazza, Kurazza komuni, Pixximartell, Nga-man-than-woot, Hamerhaai, Gewone hamerhaai, Gladde hamerhaai, Hamerhai, Rekin mlot a. glowomlot pospolity, Cambeva, Cambeba, Cornuda, Cornudo, Martelo, Pata, Peixe martelo, Peixe-canga, Peixe-cornudo, Peixe-martelo, Rechin ciocan, Bodher-buther, Mata'italiga, Peshkkarabiner, peshk karabinier, Jaram, Jaram mlat, Mlat, Hammerhaj, Hammarhaj, Komban-sorrah, Koma sorrah, Krusan, Bingkungan, Kodosan, Diarandoye, Tai tse sha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spiniraja whitleyi",NA,"Rajiformes","Rajidae",NA,"VU",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/161496/0","http://www.fishbase.org/summary/Spiniraja-whitleyi.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squaliolus aliae","Smalleye pygmy shark","Squaliformes","Dalatiidae","bathypelagic","LC",11.3,"Low",22,NA,"http://www.iucnredlist.org/details/classify/41858/0","http://www.fishbase.org/summary/Squaliolus-aliae.html","Smalleye pygmy shark, Smalleye pigmy shark, Tsuranaga-kobitozame, Kleinoogdwerghaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squaliolus laticaudus","Spined pygmy shark","Squaliformes","Dalatiidae","bathypelagic","LC",13.16,"Low",22,NA,"http://www.iucnredlist.org/details/classify/60214/0","http://www.fishbase.org/summary/Squaliolus-laticaudus.html","Zwerghai, Zwergdornhai, Spined pygmy shark, Big-eye dwarf shark, Dwarf shark, spined pigmy shark, Tollo pigmeo espinudo, Requin nain, Squale nain, Oome-kobitozame, Stekeldwerghaai, Pating",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus acanthias","Picked dogfish","Squaliformes","Squalidae","benthopelagic","VU",67.94,"Very low",160,75,"http://www.iucnredlist.org/details/classify/39326/0","http://www.fishbase.org/summary/Squalus-acanthias.html","Doringhaai, Spikkel-penhaai, Kelb el bahr, Abou shoka, Abushoka, Irsh, Kalb bouchouika, Kelb bahr, Chernomorska akula, Akula, Kuceska akula, Morsko kuce, c'hi, spinek, Agullat, Spinarolu, Spinarolu brunu, ci pigog, Almindelig pighaj, Pighaj, Dornfisch, Dornhai, Gefleckter Dornhai, Gemeiner Dornhai, Grundhai, Schillerlocken, Kentroni, Skyllos, Stictokentroni, Spiny dogfish, Blue dog, Cape shark, Common spiny, Common spiny fish, Darwen salmon, Dog fish, Dogfish, Flake, Grayfish, Huss, Pacific dogfish, Picked dogfish, Piked dogfish, Rigg, Rock salmon, Southern spiny dogfish, Spiky dog, Spiny, Spotted spiny dogfish, Spring dogfish, Spur dogfish, Spurdog, Victorian spotted dogfish, White-spotted dogfish, White-spotted spurdog, Whitespotted dogfish, picky dog, Galludo, Espinillo, Galludo de pintilla, Galludo espinoso, Mielga, Pinchorro, Pinchudo, Tollo, Tollo de cachos, Tolo de cachos, agulat, galludos, Piikkihai, Piikkihait, Rechin, Aiguillat, Aiguillat brun, Chien, Chien de mer, Chien piquet, Chien-piquet, Spinax, aiguillat commun, aiquillat, chien dard, An fiogach gobach, Peegagh, Kotsan ktan kotz, Karish kotzani, Qozan qetan, Kostelj, Kostilj, Kucin, Pas kostelj, Pena, Heitreykt, Spinarolo, Agoggiau, Aguggiao rosso, Agugliau, Archilao, Arculate, Arquilato, Caddutu, Cagnoleto, Cagnolo, Can bianco, Can spinoso, Cendroene, Centrune, Cintroni, Cintrune, Ferraro, Ghialoru 'mperiali, Ogghialuni, Smoca, Spinarolo bruno, Spinarolo imperiale, Spineddu, Spinoelo, Stiracciole, Ugghiarule, Ugghiatu, Ujato, Ujatu, Abura-tsunozame, Kop-sang-o, Makohuarau, Koinga, Mazzola bix-xewka, Mazzola, Mazzola griza, Mazzola tal-fanal, Doornhaai, Gerookte haaiwangen, Piggha, Pighai, Kolen, Galhudo, Galhudo malhado, Galhudo-malhado, Malhado melga, Melga, Rechin, Katran, Koljuchaja akula, Kolyuchaya akula, Obyknovennaya kolyuchaya akula, cu-maire, Peshkagen, Koscenjak, Pas kostelj, Pigghaj, Katran baligi",16,18.94204476,20.86209992,6,15.31488536,6.99835249,NA,NA,NA
