"binomial","OBJECTID","Shape_Leng","Shape_Area","area","order_name","family_nam","code"
"Chiloscyllium hasselti","231",758.104027299,170.346860353,2070660,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","NT"
"Chiloscyllium indicum","232",2218.51967776,536.901313774,6382860,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","NT"
"Chiloscyllium plagiosum","233",1654.18443912,440.151729377,5258730,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","NT"
"Chiloscyllium punctatum","234",1900.37060263,618.208317276,7363490,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","NT"
"Chimaera argiloba","235",35.9765180158,20.1451874537,230893,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Chimaera bahamaensis","236",1.898113002,0.286679274991,3215.26,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Chimaera cubana","237",158.462636104,38.4411922602,446269,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Chimaera fulva","238",123.170768688,62.6899418769,618706,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Chimaera jordani","239",60.9419719205,21.0785873201,246220,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Chimaera lignaria","240",131.275412931,97.1739317293,872043,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Chimaera macrospina","241",86.90438228,62.319598968,707512,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Chimaera monstrosa","242",1798.12426687,432.372745206,3381080,"CHIMAERIFORMES","CHIMAERIDAE","NT"
"Chimaera notafricana","243",45.5018827618,36.2465650791,374188,"CHIMAERIFORMES","CHIMAERIDAE","LC"
"Chimaera obscura","244",42.9961355318,31.1303616969,346084,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Chimaera owstoni","245",60.4341943482,23.9861591335,243994,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Chimaera panthera","246",34.0192529433,16.0086349229,170310,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Chimaera phantasma","247",726.312271521,351.266194064,3867490,"CHIMAERIFORMES","CHIMAERIDAE","DD"
"Chlamydoselachus anguineus","248",887.05628685,340.891987176,3293580,"HEXANCHIFORMES","CHLAMYDOSELACHIDAE","NT"
"Cirrhigaleus asper","249",480.624634463,191.398315273,2133320,"SQUALIFORMES","SQUALIDAE","DD"
"Cirrhigaleus australis","250",160.080063946,51.2836453577,486168,"SQUALIFORMES","SQUALIDAE","DD"
"Cirrhigaleus barbifer","251",88.3979735474,22.406308013,241806,"SQUALIFORMES","SQUALIDAE","DD"
"Cirrhoscyllium expolitum","252",104.249018034,30.0028552238,347386,"ORECTOLOBIFORMES","PARASCYLLIIDAE","DD"
"Cirrhoscyllium formosanum","253",27.7499821001,9.40935222629,106541,"ORECTOLOBIFORMES","PARASCYLLIIDAE","DD"
"Cirrhoscyllium japonicum","254",61.4228578586,8.98356491836,97613.7,"ORECTOLOBIFORMES","PARASCYLLIIDAE","DD"
"Crassinarke dormitor","255",109.20415687,55.561386176,604083,"RAJIFORMES","NARKIDAE","DD"
"Cruriraja andamanica","256",3.67800524784,0.402506065494,4900.95,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Cruriraja atlantis","257",18.9799385497,3.27469299793,36917.6,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Cruriraja cadenati","258",13.4298949665,2.68984987126,31031.7,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Cruriraja durbanensis","259",3.68553169956,0.46053064498,4946.46,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Cruriraja poeyi","260",96.3155655096,18.0731494235,203047,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Cruriraja rugosa","261",185.840991274,40.2485482235,464798,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Ctenacis fehlmanni","262",25.6415911928,11.837327054,142859,"CARCHARHINIFORMES","PROSCYLLIIDAE","DD"
"Dactylobatus armatus","263",61.0810186021,12.0622655947,137424,"RAJIFORMES","RAJIDAE","DD"
"Dactylobatus clarkii","264",94.3661463721,21.6037867655,252537,"RAJIFORMES","RAJIDAE","DD"
"Dalatias licha","265",1406.37575133,687.330199332,6896730,"SQUALIFORMES","DALATIIDAE","NT"
"Dasyatis acutirostra","266",178.503520971,9.23131162705,95919.8,"RAJIFORMES","DASYATIDAE","NT"
"Dasyatis akajei","267",707.431970844,79.1977671439,856579,"RAJIFORMES","DASYATIDAE","NT"
"Dasyatis americana","268",942.403909413,338.362560945,3931130,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis bennetti","269",221.878344734,25.8778355817,303941,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis brevicaudata","270",525.743234994,125.260436651,1240900,"RAJIFORMES","DASYATIDAE","LC"
"Dasyatis centroura","271",1297.32501389,430.355749685,4541330,"RAJIFORMES","DASYATIDAE","LC"
"Dasyatis chrysonota","272",98.3815723054,26.0968764356,281093,"RAJIFORMES","DASYATIDAE","LC"
"Dasyatis colarensis","273",2.63539738136,0.473819950283,5832.24,"RAJIFORMES","DASYATIDAE","VU"
"Dasyatis dipterura","274",367.064756713,36.0436498384,421798,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis fluviorum","275",347.255900425,15.5072004441,183549,"RAJIFORMES","DASYATIDAE","VU"
"Dasyatis garouaensis","276",42.955908748,7.55687833059,92503.1,"RAJIFORMES","DASYATIDAE","VU"
"Dasyatis geijskesi","277",101.130382423,33.6509743201,412030,"RAJIFORMES","DASYATIDAE","NT"
"Dasyatis gigantea","278",10.0289917069,1.24641661289,11370.4,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis guttata","279",683.878690105,240.624473633,2855340,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis hypostigma","280",85.8626463683,29.1991668085,321419,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis izuensis","281",8.17234551638,0.49999944544,5089.51,"RAJIFORMES","DASYATIDAE","NT"
"Dasyatis laevigata","282",168.869972629,19.6002706595,214182,"RAJIFORMES","DASYATIDAE","NT"
"Dasyatis lata","283",41.5833801019,20.0893110954,230907,"RAJIFORMES","DASYATIDAE","LC"
"Dasyatis longa","284",236.963220701,26.0701407261,310644,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis margarita","285",165.783243591,56.1239749713,686345,"RAJIFORMES","DASYATIDAE","EN"
"Dasyatis margaritella","286",180.773986005,61.1667731919,745303,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis marianae","287",108.970373942,26.6704281676,324775,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis marmorata","288",161.805710142,28.1946938396,342944,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis matsubarai","289",224.29429904,28.7569947376,282376,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis microps","290",537.145386527,149.317045326,1797650,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis multispinosa","291",4.49911718932,0.200867247166,1831.38,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis navarrae","292",123.412843086,8.66109499318,96400,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis parvonigra","293",9.73697626431,6.17803118047,72267.8,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis pastinaca","294",1036.59045763,256.729562355,2391480,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis rudis","295",18.4547410265,3.65629229172,44824,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis sabina","296",288.152113907,66.81527955,734381,"RAJIFORMES","DASYATIDAE","LC"
"Dasyatis say","297",717.813464012,199.840929344,2295950,"RAJIFORMES","DASYATIDAE","LC"
"Dasyatis sinensis","298",103.315518016,6.14505721643,67940.9,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis thetidis","299",417.108356168,107.173209127,1083350,"RAJIFORMES","DASYATIDAE","LC"
"Dasyatis ushiei","300",4.47774635792,0.197559586115,2008.46,"RAJIFORMES","DASYATIDAE","DD"
"Dasyatis zugei","301",1259.37486745,102.745155735,1211390,"RAJIFORMES","DASYATIDAE","NT"
"Deania calcea","302",1249.82600629,546.533532155,5166630,"SQUALIFORMES","CENTROPHORIDAE","LC"
"Deania hystricosa","303",139.606091844,37.9138115551,404535,"SQUALIFORMES","CENTROPHORIDAE","DD"
"Deania profundorum","304",361.001323029,97.7211084699,1166760,"SQUALIFORMES","CENTROPHORIDAE","LC"
"Deania quadrispinosa","305",484.513029087,168.151979597,1715050,"SQUALIFORMES","CENTROPHORIDAE","NT"
"Dentiraja flindersi","306",14.9676631112,2.21685471379,22304.4,"RAJIFORMES","RAJIDAE","DD"
"Dentiraja lemprieri","307",91.857290164,29.1539542817,273201,"RAJIFORMES","RAJIDAE","LC"
"Diplobatis colombiensis","308",10.1282646457,2.07768183955,25161,"RAJIFORMES","NARCINIDAE","VU"
"Diplobatis guamachensis","309",27.2841317818,10.4241656587,125454,"RAJIFORMES","NARCINIDAE","VU"
"Diplobatis ommata","310",211.943701023,31.361119696,370311,"RAJIFORMES","NARCINIDAE","VU"
"Diplobatis pictus","311",68.2936026007,11.1750698081,136402,"RAJIFORMES","NARCINIDAE","VU"
"Dipturus acrobelus","312",85.0919850839,43.5751497643,422932,"RAJIFORMES","RAJIDAE","LC"
"Dipturus apricus","313",20.1146311527,14.2479561699,164592,"RAJIFORMES","RAJIDAE","LC"
"Dipturus australis","314",51.7535332665,10.4899191095,109987,"RAJIFORMES","RAJIDAE","VU"
"Dipturus batis","315",1657.57167234,376.679246059,2931340,"RAJIFORMES","RAJIDAE","CR"
"Dipturus bullisi","316",71.1800472592,16.042877668,192166,"RAJIFORMES","RAJIDAE","DD"
"Dipturus campbelli","317",25.5806975782,5.18889746683,57668.4,"RAJIFORMES","RAJIDAE","NT"
"Dipturus cerva","318",176.675755727,64.7460267226,635689,"RAJIFORMES","RAJIDAE","NT"
"Dipturus crosnieri","319",4.15748455395,0.349735704011,4050.02,"RAJIFORMES","RAJIDAE","VU"
"Dipturus doutrei","320",198.422807529,53.3207053057,636342,"RAJIFORMES","RAJIDAE","DD"
"Dipturus ecuadoriensis","321",2.05539489974,0.227419931794,2798.01,"RAJIFORMES","RAJIDAE","DD"
"Dipturus endeavouri","322",27.4502524653,6.62673756373,71255.8,"RAJIFORMES","RAJIDAE","NT"
"Dipturus falloargus","323",43.5433149323,29.586698942,351218,"RAJIFORMES","RAJIDAE","DD"
"Dipturus garricki","324",32.0010591357,5.34707446727,59591.9,"RAJIFORMES","RAJIDAE","DD"
"Dipturus gigas","325",127.750541176,44.7855817935,482822,"RAJIFORMES","RAJIDAE","DD"
"Dipturus grahami","326",59.2023716605,18.2582986375,191848,"RAJIFORMES","RAJIDAE","LC"
"Dipturus gudgeri","327",132.271421035,42.7586801465,421378,"RAJIFORMES","RAJIDAE","NT"
"Dipturus healdi","328",17.6006455554,14.7031002071,173719,"RAJIFORMES","RAJIDAE","LC"
"Dipturus innominatus","329",188.012789102,66.9900831211,619173,"RAJIFORMES","RAJIDAE","NT"
"Dipturus johannisdavesi","330",34.3158002597,6.13408631686,73763,"RAJIFORMES","RAJIDAE","DD"
"Dipturus kwangtungensis","331",501.572907818,166.35320134,1670750,"RAJIFORMES","RAJIDAE","DD"
"Dipturus laevis","332",151.367090304,57.0810015536,507421,"RAJIFORMES","RAJIDAE","EN"
"Dipturus lanceorostratus","333",2.93204053399,0.293277358387,3289.88,"RAJIFORMES","RAJIDAE","DD"
"Dipturus leptocaudus","334",2.14213133553,0.188233560267,2116.95,"RAJIFORMES","RAJIDAE","DD"
"Dipturus macrocauda","335",218.735121107,60.2462973384,636580,"RAJIFORMES","RAJIDAE","DD"
"Dipturus melanospilus","336",39.0254659323,23.5821088037,265947,"RAJIFORMES","RAJIDAE","DD"
"Dipturus mennii","337",5.08872025315,1.03539641387,11985.6,"RAJIFORMES","RAJIDAE","VU"
"Dipturus nidarosiensis","338",385.990740825,156.300396264,934117,"RAJIFORMES","RAJIDAE","NT"
"Dipturus oculus","339",19.0771775832,8.21814057439,88071.3,"RAJIFORMES","RAJIDAE","LC"
"Dipturus olseni","340",50.0289173195,12.2558772439,134459,"RAJIFORMES","RAJIDAE","DD"
"Dipturus oregoni","341",36.0314855107,4.9566022429,54104.4,"RAJIFORMES","RAJIDAE","DD"
"Dipturus oxyrinchus","342",528.356826791,199.279488569,1778590,"RAJIFORMES","RAJIDAE","NT"
"Dipturus polyommata","343",17.9257995248,12.0610409412,139621,"RAJIFORMES","RAJIDAE","LC"
"Dipturus pullopunctatus","344",38.7672458501,10.8779601164,112615,"RAJIFORMES","RAJIDAE","LC"
"Dipturus queenslandicus","345",8.77497949879,5.08117599013,58425.5,"RAJIFORMES","RAJIDAE","DD"
"Dipturus springeri","346",76.3232049828,19.215768682,203835,"RAJIFORMES","RAJIDAE","DD"
"Dipturus stenorhynchus","347",5.10089196705,0.504787323736,5593.96,"RAJIFORMES","RAJIDAE","DD"
"Dipturus teevani","348",218.158489046,56.39686108,642711,"RAJIFORMES","RAJIDAE","DD"
"Dipturus tengu","349",151.703745224,56.4940084116,607817,"RAJIFORMES","RAJIDAE","DD"
"Dipturus trachydermus","350",91.8689785225,43.9906333396,417997,"RAJIFORMES","RAJIDAE","VU"
"Dipturus wengi","351",78.3471754566,52.2619259703,561392,"RAJIFORMES","RAJIDAE","LC"
"Dipturus wuhanlingi","352",8.16417458195,1.36582229504,15393.7,"RAJIFORMES","RAJIDAE","DD"
"Discopyge tschudii","353",804.896578631,145.427323957,1298570,"RAJIFORMES","NARCINIDAE","NT"
"Echinorhinus brucus","354",1770.01701271,905.240835192,9208020,"SQUALIFORMES","ECHINORHINIDAE","DD"
"Echinorhinus cookei","355",406.619146288,177.749745701,1884520,"SQUALIFORMES","ECHINORHINIDAE","NT"
"Electrolux addisoni","356",6.77551736662,0.595298657371,6298.36,"RAJIFORMES","NARKIDAE","CR"
"Eridacnis barbouri","357",83.8241720304,21.2480113923,240714,"CARCHARHINIFORMES","PROSCYLLIIDAE","DD"
"Eridacnis radcliffei","358",593.751201924,162.82848638,1941350,"CARCHARHINIFORMES","PROSCYLLIIDAE","LC"
"Eridacnis sinuans","359",145.347993291,53.9928078058,634312,"CARCHARHINIFORMES","PROSCYLLIIDAE","LC"
"Etmopterus baxteri","360",337.740795716,177.565664283,1661700,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus bigelowi","361",342.131640153,185.090079769,2112890,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus brachyurus","362",161.874924591,81.441676864,887783,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus bullisi","363",210.629179044,96.4979871608,1106210,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus burgessi","364",12.2178844467,3.95769840917,45151.2,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus carteri","365",5.30247897772,1.48192045417,17878.7,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus caudistigmus","366",13.4922359308,4.7199238072,53099.7,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus decacuspidatus","367",17.852560932,11.1363084935,130661,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus dianthus","368",10.7534241839,4.54969760936,52796.6,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus dislineatus","369",31.751345847,47.6346969757,554153,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus evansi","370",30.8711953571,31.6886313905,376505,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus fusus","371",16.1135060666,10.6583421918,124346,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus gracilispinis","372",140.043242134,103.316119416,1046270,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus granulosus","373",617.132981326,84.0102332284,642856,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus hillianus","374",245.827556499,81.9835063746,902254,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus litvinovi","375",7.7217253636,4.08803702802,46824.6,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus lucifer","376",1633.01573913,761.962623396,7848070,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus molleri","377",619.23215457,345.400843053,3245710,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus perryi","378",7.81542872894,1.37950048349,16640.1,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus polli","379",187.001991278,88.0016737936,1071990,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus princeps","380",752.24072501,433.298657301,3527440,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus pseudosqualiolus","381",14.2484435958,4.93842770047,55265,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus pusillus","382",904.269252504,477.128875378,5040230,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus pycnolepis","383",23.8975879408,13.9004321352,154801,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus robinsi","384",47.0880971757,18.6102719163,216948,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus schultzi","385",177.198628772,53.7933791928,589909,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus sentosus","386",148.351674795,53.470813638,622975,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus spinax","387",1724.81032867,630.827099321,5323270,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus splendidus","388",21.3564743974,9.65869388173,104976,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus unicolor","389",381.04278813,148.622634303,1465480,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Etmopterus villosus","390",35.8158610272,20.8193798369,237899,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Etmopterus virens","391",523.22755055,164.829721544,1898230,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Eucrossorhinus dasypogon","392",574.809755267,118.538878945,1421200,"ORECTOLOBIFORMES","ORECTOLOBIDAE","LC"
"Euprotomicroides zantedeschia","393",62.3110576676,40.2403699102,419325,"SQUALIFORMES","DALATIIDAE","DD"
"Euprotomicrus bispinatus","394",5477.27623285,20327.8248379,230221000,"SQUALIFORMES","DALATIIDAE","LC"
"Eusphyra blochii","395",2119.82122589,766.133468639,9196430,"CARCHARHINIFORMES","SPHYRNIDAE","NT"
"Fenestraja atripinna","396",52.3815428454,7.79284523183,87351,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Fenestraja cubensis","397",84.0120694974,15.4404829988,173187,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Fenestraja ishiyamai","398",35.5114658728,7.48760074572,85517.6,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Fenestraja maceachrani","399",1.84853288458,0.17010681005,2048.34,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Fenestraja mamillidens","400",2.87606729497,0.27627292058,3375.55,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Fenestraja plutonia","401",102.086622235,20.4950614631,236596,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Fenestraja sibogae","402",4.78066991358,1.30670308162,15944.9,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Fenestraja sinusmexicanus","403",116.438527637,26.5508291178,300013,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Figaro boardmani","404",272.206861732,124.285053989,1250820,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Figaro striatus","405",31.5216518781,14.6555322859,170593,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Furgaleus macki","406",354.317128816,117.04097519,1235150,"CARCHARHINIFORMES","TRIAKIDAE","LC"
"Galeocerdo cuvier","407",6049.34361559,2241.87281955,26274000,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Galeorhinus galeus","408",3628.12342191,1231.13423188,11358300,"CARCHARHINIFORMES","TRIAKIDAE","VU"
"Galeus antillensis","409",114.845677073,47.0373241404,550620,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Galeus arae","410",392.056824306,129.70202518,1439120,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Galeus atlanticus","411",11.8033948231,3.49090375449,35030,"CARCHARHINIFORMES","SCYLIORHINIDAE","NT"
"Galeus cadenati","412",6.85464802094,1.67903931016,20375.6,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Galeus eastmani","413",156.760001414,66.7787592861,743663,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Galeus gracilis","414",39.8708237309,20.2016586771,238550,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Galeus longirostris","415",35.2109306395,17.4992647184,186341,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Galeus melastomus","416",1258.76543115,462.389961704,4093820,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Galeus mincaronei","417",10.5397511617,5.63821097977,61157.6,"CARCHARHINIFORMES","SCYLIORHINIDAE","VU"
"Galeus murinus","418",398.776049181,169.444554733,1245150,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Galeus nipponensis","419",51.6260387036,17.2116205718,180407,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Galeus piperatus","420",36.4879213399,10.9665046354,119289,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Galeus polli","421",238.943876417,118.538912226,1417470,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Galeus priapus","422",15.5347095623,5.52124217852,62486.1,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Galeus sauteri","423",433.315254137,116.0322862,1331480,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Galeus schultzi","424",105.812525902,28.6411692885,339523,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Galeus springeri","425",13.8367330246,2.38331014617,27636.2,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Ginglymostoma cirratum","426",1554.62203417,439.383040684,5066920,"ORECTOLOBIFORMES","GINGLYMOSTOMATIDAE","DD"
"Glaucostegus cemiculus","427",749.329695986,114.60841627,1207940,"RAJIFORMES","RHINOBATIDAE","EN"
"Glaucostegus granulatus","428",748.87598723,119.608331771,1409870,"RAJIFORMES","RHINOBATIDAE","VU"
"Glaucostegus halavi","429",153.562966259,19.5239762861,225016,"RAJIFORMES","RHINOBATIDAE","DD"
"Glaucostegus thouin","430",798.866906181,76.0203077581,917478,"RAJIFORMES","RHINOBATIDAE","VU"
"Glaucostegus typus","431",1997.99214353,496.279780178,6031280,"RAJIFORMES","RHINOBATIDAE","VU"
"Glyphis gangeticus","432",229.075024919,48.8297077697,568213,"CARCHARHINIFORMES","CARCHARHINIDAE","CR"
"Glyphis garricki","433",51.663266012,48.3142016411,578492,"CARCHARHINIFORMES","CARCHARHINIDAE","CR"
"Glyphis glyphis","434",34.3038313796,11.3121497091,135423,"CARCHARHINIFORMES","CARCHARHINIDAE","EN"
"Glyphis siamensis","435",34.5145482998,5.77240065537,68499.5,"CARCHARHINIFORMES","CARCHARHINIDAE","CR"
"Gogolia filewoodi","436",22.3598482552,13.7377448322,168691,"CARCHARHINIFORMES","TRIAKIDAE","DD"
"Gollum attenuatus","437",103.849133697,49.1838703724,499181,"CARCHARHINIFORMES","PSEUDOTRIAKIDAE","LC"
"Gurgesiella atlantica","438",73.4531965184,18.9784351752,229358,"RAJIFORMES","RAJIDAE","DD"
"Gurgesiella dorsalifera","439",40.3229612944,7.49836685126,82647.1,"RAJIFORMES","RAJIDAE","VU"
"Gurgesiella furvescens","440",5.44067843732,0.814380243837,9198.87,"RAJIFORMES","RAJIDAE","LC"
"Gymnura altavela","441",1160.73351803,375.102622026,3914150,"RAJIFORMES","GYMNURIDAE","VU"
"Gymnura australis","442",535.450679325,141.000997706,1678770,"RAJIFORMES","GYMNURIDAE","LC"
"Gymnura crebripunctata","443",262.399269611,90.426403798,1050690,"RAJIFORMES","GYMNURIDAE","DD"
"Gymnura japonica","444",485.279791535,129.007827867,1420840,"RAJIFORMES","GYMNURIDAE","DD"
"Gymnura marmorata","445",307.040553664,37.5350161302,433157,"RAJIFORMES","GYMNURIDAE","LC"
"Gymnura micrura","446",780.065016474,248.454157448,2929140,"RAJIFORMES","GYMNURIDAE","DD"
"Gymnura natalensis","447",87.513699888,10.4695745083,111267,"RAJIFORMES","GYMNURIDAE","DD"
"Gymnura poecilura","448",1328.86478772,168.695805196,2017720,"RAJIFORMES","GYMNURIDAE","NT"
"Gymnura tentaculata","449",133.378647472,42.6452160784,502846,"RAJIFORMES","GYMNURIDAE","DD"
"Gymnura zonura","450",215.062294165,60.772599695,724715,"RAJIFORMES","GYMNURIDAE","VU"
"Halaelurus boesemani","451",462.941812556,137.562856802,1648190,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Halaelurus buergeri","452",450.867967263,126.676551921,1346900,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Halaelurus lineatus","453",53.6323043221,22.3602551547,250287,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Halaelurus maculosus","454",330.560851607,83.6789509908,1010840,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Halaelurus natalensis","455",38.6018836007,23.4447497724,239871,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Halaelurus quagga","456",90.5613507566,44.1808369739,536138,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Halaelurus sellus","457",152.384997257,40.3839917178,473018,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Haploblepharus edwardsii","458",48.7209783717,26.9228371888,278582,"CARCHARHINIFORMES","SCYLIORHINIDAE","NT"
"Haploblepharus fuscus","459",34.4539031802,13.0055801324,135042,"CARCHARHINIFORMES","SCYLIORHINIDAE","VU"
"Haploblepharus kistnasamyi","460",2.58699741644,0.528402768315,5665.66,"CARCHARHINIFORMES","SCYLIORHINIDAE","CR"
"Haploblepharus pictus","461",67.5600291159,22.6489637223,235220,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Harriotta haeckeli","462",459.321889857,244.301663589,2351010,"CHIMAERIFORMES","RHINOCHIMAERIDAE","LC"
"Harriotta raleighana","463",1746.18930031,542.737663729,5115370,"CHIMAERIFORMES","RHINOCHIMAERIDAE","LC"
"Hemigaleus australiensis","464",395.096886839,123.314933627,1451190,"CARCHARHINIFORMES","HEMIGALEIDAE","LC"
"Hemigaleus microstoma","465",1109.8574266,358.916255437,4299830,"CARCHARHINIFORMES","HEMIGALEIDAE","VU"
"Hemipristis elongata","466",2250.9503993,742.683477964,8672480,"CARCHARHINIFORMES","HEMIGALEIDAE","VU"
"Hemiscyllium freycineti","467",283.978020848,60.2928751022,735815,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","NT"
"Hemiscyllium galei","468",12.1771183384,1.13009782025,13897.8,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","DD"
"Hemiscyllium hallstromi","469",89.0873459751,25.1643768907,305120,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","VU"
"Hemiscyllium henryi","470",1.20959414699,0.0214903298903,263.944,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","DD"
"Hemiscyllium michaeli","471",23.8179808436,1.61637204147,19635.3,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","NT"
"Hemiscyllium ocellatum","472",733.529080126,239.354139017,2857420,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","LC"
"Hemiscyllium strahani","473",55.7957638283,11.1726477718,135816,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","VU"
"Hemiscyllium trispeculare","474",399.024117169,121.570133712,1447910,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","LC"
