"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase"
"Raja miraletus","Rog, Tweeoog-rog, rea gwen, Clavellada, Rajada de miralls, Razza stellina, Spejlrokke, Spiegelrochen, Braunrochen, Pfauenaugen-Rochen, Rochen, Vieraugen-Rochen, zweifleckiger Rochen, Tatra, Dado, Matovatos, Skate, Brown skate, Homelyn cuckoo ray, Homelyn mirror ray, Homelyn sandy ray, Twineye ray, brown ray, twineye skate, Retjada, Bachada escrita, Clavellada, Excrita, Grisol, Racho de escrita, Raja de espejos, Rajada de San Pere, Rajada limpia, Ratjada, Raya de espejos, Raya de espjos, Raya espejuelo, Raya limpia, Raya vera, Peilirausku, Raie douce, Ikara, Raie, Raie miroir, Raie-miroir, Zerra, Barakula, Quattrocchi, Arzilla, Cchjaline, Cchjalune, Chiamida, Occhialina, Picara liscia, Picara quattrocchi, Picara quattuocchi, Pichira fimminedda, Pichira liscia, Quatrochi, Quatroci, Quattrucchi, Quattuecchi, Raja liscia, Raja occhialuta, Raja quattrocchi, Rasa quatroci, Rasa sfeuggoena, Rascia liscia, Razza argentina, Razza occhiuta, Razza quattrocchi, Razza stellina, Scritta a quattrogus, Tappacunnu, Raja petruza, Raja lixxa, Spiegelrog, Raja motyl, Peixe-areia, Raia-azul, Raia-de-dos-olhos, Raia-de-espelhos, Raia-de-quatro-olhos, Vulpe cu patru ochi, raxha me dy pika, Spegelrocka, Aynalivatoz baligi, Thiaukher","RAJIFORMES","RAJIDAE","LC",161599,"http://www.iucnredlist.org/details/classify/161599/0","http://www.iucnredlist.org/pdflink.161599","http://www.fishbase.org/summary/Raja-miraletus.html"
"Raja montagui","Baqara Na'hmeh, Razza stellina, morgath fannog, Storplettet rokke, Fleckrochen, Fleckenrochen, Gefleckte Roche, Mittelmeer Sternrochen, Rochen, gefleckter Roche, gefleckter Rochen, Salahi, Kilidovatos, Starry ray, Spotted homelyn ray, Spotted ray, Spotted skate, homelyn ray, Raya estrellada, Raia pintada, Raya pintada, Raya radiada, Pisterausku, Raie douce, Raza crnopjega, Tindaskata, Tindabikkja, Razza stellata, Pichira schizzata, Razza aculata, Razza maculata, Gevlekte rog, Gladde rog, Keilrog, Flekkskate, Raja gwiazdzista, Raja nakrapiana, Raia pintada, Raia manchata, Raia-manchada, Raia-pintada, Raje e bute, Razica blije dopjega, Klorocka, Vatoz","RAJIFORMES","RAJIDAE","LC",63146,"http://www.iucnredlist.org/details/classify/63146/0","http://www.iucnredlist.org/pdflink.63146","http://www.fishbase.org/summary/Raja-montagui.html"
"Raja polystigma","Rajada tacada, Gepunkteter Rochen, Vielfleckrochen, Stiktovatos, speckled skate, Speckled ray, Manchada, Raya manchada, Raya pintada, Raie douce, Razza polistima, Razza polistimma, Stipjesrog, Raje pikaloshe","RAJIFORMES","RAJIDAE","LC",161673,"http://www.iucnredlist.org/details/classify/161673/0","http://www.iucnredlist.org/pdflink.161673","http://www.fishbase.org/summary/Raja-polystigma.html"
"Raja pulchra","Mottled skate, Meganekasube, Geaderde rog","RAJIFORMES","RAJIDAE","VU",161669,"http://www.iucnredlist.org/details/classify/161669/0","http://www.iucnredlist.org/pdflink.161669","http://www.fishbase.org/summary/Beringraja-pulchra.html"
"Raja radula","Baqaret Mabrad, Rajada peluda, Ru rokke, Rauer Rochen, Raurochen, Trachyvatos, Rough skate, Rough ray, Karhorausku, Raie rape, Razza scuffina, Picara spinosa, Picara tunna, Pichira magnusa, Pichira spinusa, Rasa, Rasa spinosa, Raspo, Raja tar-ramel, Raja petruza, Radularog, Raje therese, raja turishtypur, Vatoz baligi","RAJIFORMES","RAJIDAE","EN",161339,"http://www.iucnredlist.org/details/classify/161339/0","http://www.iucnredlist.org/pdflink.161339","http://www.fishbase.org/summary/Raja-radula.html"
"Raja rhina","longnose skate, Raya narigona, pocheteau long-nez, Langsnuitrog, Raja dlugonosa","RAJIFORMES","RAJIDAE","LC",161595,"http://www.iucnredlist.org/details/classify/161595/0","http://www.iucnredlist.org/pdflink.161595","http://www.fishbase.org/summary/Raja-rhina.html"
"Raja stellulata","Stillehavsrokke, Prickly skate, Pacific starry skate, Prickly starry skate, Rock skate, starry skate, Raya estrellada, Piikkirausku, Raie du Pacifique, Pacifische sterrog, Stillahavsrocka","RAJIFORMES","RAJIDAE","LC",161629,"http://www.iucnredlist.org/details/classify/161629/0","http://www.iucnredlist.org/pdflink.161629","http://www.fishbase.org/summary/Raja-stellulata.html"
"Raja straeleni","Rog, Vals doringrug-rog, Skate, Biscuit skate, False thornback skate, Spotted skate, Raya manchada, Biscuitrog, Peixe-areia, Raia-pontuada-africana","RAJIFORMES","RAJIDAE","DD",161586,"http://www.iucnredlist.org/details/classify/161586/0","http://www.iucnredlist.org/pdflink.161586","http://www.fishbase.org/summary/Raja-straeleni.html"
"Raja texana","Texasrokke, roundel skate, Rondel skate, Texas clearnose skate, Raya, Raya tejana, raya tigre, Texasinrausku, Teksasinrausku, Raie tourteau, Medaillonrog","RAJIFORMES","RAJIDAE","DD",161686,"http://www.iucnredlist.org/details/classify/161686/0","http://www.iucnredlist.org/pdflink.161686","http://www.fishbase.org/summary/Raja-texana.html"
"Raja undulata","rea roannes, Rajada ondulada, Rajada ondulata, Razza di rena, morgath donnog, Broget Rokke, Scheckenroche, Marmorrochen, Perlrochen, Scheckenrochen, Wellenfleckrochen, Wellenlinien-Rochen, Kymatovatos, Salahi, Undulate skate, Undulate painted ray, painted ray, undulate ray, Raya mosaico, Raia mosaico, Raja santiaguerro, Raya mosaica, Aaltorausku, Raie fleurie, Raie brunette, raie peinte, Razza ondulata, Golfrog, Raja bruzdowana, Raia-riscada, Curva, Peixe-areia, Raia-curva, Raia-mosaica, raja mozaik, Raza vijopruga, Brokrocka, Vatoz baligi, Boyalivatoz baligi, Vatoz","RAJIFORMES","RAJIDAE","EN",161425,"http://www.iucnredlist.org/details/classify/161425/0","http://www.iucnredlist.org/pdflink.161425","http://www.fishbase.org/summary/Raja-undulata.html"
"Raja velezi","Velez ray, Rasptail ray, Skate, rasptail skate, Raya, Raya chilona, Raya de Velez, Raya de Velezi, raya chillona, Raie de Velez, Raspstaartrog","RAJIFORMES","RAJIDAE","DD",161344,"http://www.iucnredlist.org/details/classify/161344/0","http://www.iucnredlist.org/pdflink.161344","http://www.fishbase.org/summary/Raja-velezi.html"
"Rajella annandalei","Indonesisk rokke, Indonesian round skate, Annandale's skate","RAJIFORMES","RAJIDAE","DD",161721,"http://www.iucnredlist.org/details/classify/161721/0","http://www.iucnredlist.org/pdflink.161721","http://www.fishbase.org/summary/Rajella-annandalei.html"
"Rajella barnardi","Rog, Bigthorn skate, Rog, Skate, Raya leopardo, Raya de grande espina, Raya del sur, Rajella barnardi, Grootstekelrog","RAJIFORMES","RAJIDAE","LC",44650,"http://www.iucnredlist.org/details/classify/44650/0","http://www.iucnredlist.org/pdflink.44650","http://www.fishbase.org/summary/Rajella-barnardi.html"
"Rajella bathyphila","Dybhavsrokke, Tiefwasseerrochen, Deepwater ray, Deep-water ray, abyssal skate, chocolate skate, deepwater skate, Raya profunda, Raie bathyale, Diepwaterrog","RAJIFORMES","RAJIDAE","LC",161345,"http://www.iucnredlist.org/details/classify/161345/0","http://www.iucnredlist.org/pdflink.161345","http://www.fishbase.org/summary/Rajella-bathyphila.html"
"Rajella bigelowi","Bigelows Rochen, Bigelow's ray, Bigelow's skate, Raya de Bigelow, Raie de Bigelow, Raia, Arraia","RAJIFORMES","RAJIDAE","LC",161371,"http://www.iucnredlist.org/details/classify/161371/0","http://www.iucnredlist.org/pdflink.161371","http://www.fishbase.org/summary/Rajella-bigelowi.html"
"Rajella caudaspinosa","Rog, Skate, Munchkin skate, Munchskin skate, Raya cola espinosa, Rajella caudaspinosa, Knabbelrog","RAJIFORMES","RAJIDAE","NT",44618,"http://www.iucnredlist.org/details/classify/44618/0","http://www.iucnredlist.org/pdflink.44618","http://www.fishbase.org/summary/Rajella-caudaspinosa.html"
"Rajella challengeri","","RAJIFORMES","RAJIDAE","LC",70688333,"http://www.iucnredlist.org/details/classify/70688333/0","http://www.iucnredlist.org/pdflink.70688333","http://www.fishbase.org/summary/Rajella-challengeri.html"
"Rajella dissimilis","Geister-Tiefwasserrochen, Ghost skate, Geestrog","RAJIFORMES","RAJIDAE","LC",44651,"http://www.iucnredlist.org/details/classify/44651/0","http://www.iucnredlist.org/pdflink.44651","http://www.fishbase.org/summary/Rajella-dissimilis.html"
"Rajella eisenhardti","","RAJIFORMES","RAJIDAE","DD",63162,"http://www.iucnredlist.org/details/classify/63162/0","http://www.iucnredlist.org/pdflink.63162","http://www.fishbase.org/summary/Rajella-eisenhardti.html"
"Rajella fuliginea","Sooty skate, Sooty smallskate, Roetkleurige rog","RAJIFORMES","RAJIDAE","LC",161512,"http://www.iucnredlist.org/details/classify/161512/0","http://www.iucnredlist.org/pdflink.161512","http://www.fishbase.org/summary/Rajella-fuliginea.html"
"Rajella fyllae","Fyllas rokke, Fyllasrochen, Fyllarochen, sandy skate, Round ray, round skate, Raya redonda, raie ronde, Rundskate, Raja listnik, Rundrocka","RAJIFORMES","RAJIDAE","LC",161587,"http://www.iucnredlist.org/details/classify/161587/0","http://www.iucnredlist.org/pdflink.161587","http://www.fishbase.org/summary/Rajella-fyllae.html"
"Rajella kukujevi","","RAJIFORMES","RAJIDAE","LC",161622,"http://www.iucnredlist.org/details/classify/161622/0","http://www.iucnredlist.org/pdflink.161622","http://www.fishbase.org/summary/Rajella-kukujevi.html"
"Rajella leopardus","Rog, Skate, Leopard skate, Raya leopardo, Rajella leopardus, Luipaardrog","RAJIFORMES","RAJIDAE","LC",44619,"http://www.iucnredlist.org/details/classify/44619/0","http://www.iucnredlist.org/pdflink.44619","http://www.fishbase.org/summary/Rajella-leopardus.html"
"Rajella lintea","","RAJIFORMES","RAJIDAE","LC",161377,"http://www.iucnredlist.org/details/classify/161377/0","http://www.iucnredlist.org/pdflink.161377","http://www.fishbase.org/summary/Rajella-lintea.html"
"Rajella nigerrima","Blackish skate, Zwartige rog","RAJIFORMES","RAJIDAE","LC",44655,"http://www.iucnredlist.org/details/classify/44655/0","http://www.iucnredlist.org/pdflink.44655","http://www.fishbase.org/summary/Rajella-nigerrima.html"
"Rajella purpuriventralis","","RAJIFORMES","RAJIDAE","LC",161702,"http://www.iucnredlist.org/details/classify/161702/0","http://www.iucnredlist.org/pdflink.161702","http://www.fishbase.org/summary/Rajella-purpuriventralis.html"
"Rajella ravidula","Rog, Smoothback skate, Skate, Raya suave, Rajella ravidula, Raie lisse, Gladrugrog","RAJIFORMES","RAJIDAE","LC",44620,"http://www.iucnredlist.org/details/classify/44620/0","http://www.iucnredlist.org/pdflink.44620","http://www.fishbase.org/summary/Rajella-ravidula.html"
"Rajella sadowskii","","RAJIFORMES","RAJIDAE","DD",44645,"http://www.iucnredlist.org/details/classify/44645/0","http://www.iucnredlist.org/pdflink.44645","http://www.fishbase.org/summary/Rajella-sadowskii.html"
"Rhina ancylostoma","Boogbek-sandkruiper, Buemundet guitarfisk, Hairochen, Bogenmaul-Gitarrenrochen, Geigenrochen, Bowmouth guitarfish, Bow-mouthed angel fish, Bow-mouthed angel shark, Bowmouthed guitarfish, Shark ray, Sharkray, Shortnose mud skate, mud skate, Helmilapiorausku, Rhina ancylostoma, Angelot, Shinonome sakata zame, Shinonome sakatazame, Yunbun karang, Lanj, Sakshi, Yu kemejan, Napeh, Pari duri, Pari-kemejan kepala keras, Rondbekkegrog, Pulaman oliya, Thitha mora, Oolo-oolo tuurey, Mun-ultava, Pula-man uluvai, Nella-dindi, Pottila-sora, Ronin","RAJIFORMES","RHINIDAE","VU",41848,"http://www.iucnredlist.org/details/classify/41848/0","http://www.iucnredlist.org/pdflink.41848","http://www.fishbase.org/summary/Rhina-ancylostoma.html"
"Rhincodon typus","Walvishaai, Chanaz, Battan, Hvalhaj, Walhai, Chagrin, Rauhhai, Whale shark, Shark, Tofu sa, Tofu shark, Whale-shark, Whaleshark, basking shark, Pez dama, Tiburon ballena, Valashai, Dakuwaqa, requin baleine, Chagrin, Requin-baleine, Squalo balena, Jinbeizame, Chlarm, Yaak, Thimingala sura, Makara-sravu, Pulli udoombu, Vybedu, Bahiri, Behiri, Deomushi, Karanj, Yu paus, Hiu paus, Kappo suar, Punki suar, Yu cicak, Yu katak, Walvishaai, Rekin wielorybi, Pintado, Pintadona, Valhaj, Vaame, Thimingal sura, Amini-uluvai, Pulli udoombu, Pulli-udumban-sravu, Usman-sravu, Thimingila sora, Isdang tuku, Tawiki, Tuki-tuki, Tuko, Ma'o tohora, Mohr","ORECTOLOBIFORMES","RHINCODONTIDAE","VU",19488,"http://www.iucnredlist.org/details/classify/19488/0","http://www.iucnredlist.org/pdflink.19488","http://www.fishbase.org/summary/Rhincodon-typus.html"
"Rhinobatos albomaculatus","Hvidplettet guitarfisk, White-spotted guitarfish, Whitespotted guitarfish, Guitarra pecosa, Pesce chitarra, Witgestippelde gitaarrog, Gevlekte vioolrog, Roszak, Viola, Viola malhada, Viola-malhada, Hajrocka, Thiauker, Tanneu, Thiaukher","RAJIFORMES","RHINOBATIDAE","VU",161320,"http://www.iucnredlist.org/details/classify/161320/0","http://www.iucnredlist.org/pdflink.161320","http://www.fishbase.org/summary/Rhinobatos-albomaculatus.html"
"Rhinobatos annandalei","Annandale's guitarfish, Annandale's shovelnose ray, Bengal guitarfish, Bengaalse gitaarrog","RAJIFORMES","RHINOBATIDAE","DD",161478,"http://www.iucnredlist.org/details/classify/161478/0","http://www.iucnredlist.org/pdflink.161478","http://www.fishbase.org/summary/Rhinobatos-annandalei.html"
"Rhinobatos annulatus","Sandhaai, Banjo, Kleiner sandkruiper, Fanto, Barbar, Geigenrochen, Banjo, Guitarfish, Lesser guitarfish, Lesser sandshark, Sandshark, lesser landshark, Guitarra del Cabo, Rengaskitararausku, Poisson-guitare du Cap, Kleine gitaarrog, Roszak","RAJIFORMES","RHINOBATIDAE","LC",60163,"http://www.iucnredlist.org/details/classify/60163/0","http://www.iucnredlist.org/pdflink.60163","http://www.fishbase.org/summary/Rhinobatos-annulatus.html"
"Rhinobatos blochii","Stompneus-sandkruiper, Banjo, Sandhaai, Banjo, Bluntnose fiddlefish, Bluntnose guitarfish, Guitarfish, Sandshark, Guitarra embotada, Requin blanc, Stompsnuitgitaarrog","RAJIFORMES","RHINOBATIDAE","LC",60164,"http://www.iucnredlist.org/details/classify/60164/0","http://www.iucnredlist.org/pdflink.60164","http://www.fishbase.org/summary/Rhinobatos-blochii.html"
"Rhinobatos formosensis","Taiwanesisk guitarfisk, Taiwan guitarfish, Pari-kemejan Formosa, Yu cemangi, Yu kemejan, Yu kia-kia, Yu pengajam, Taiwangitaarrog","RAJIFORMES","RHINOBATIDAE","VU",60165,"http://www.iucnredlist.org/details/classify/60165/0","http://www.iucnredlist.org/pdflink.60165","http://www.fishbase.org/summary/Rhinobatos-formosensis.html"
"Rhinobatos glaucostigma","Speckled guitarfish, Guitarfish, Splaty-spotted guitarfish, Guitarra diablo, Guitarra, Guitarra punteada, Grijsgevlekte gitaarrog","RAJIFORMES","RHINOBATIDAE","DD",161457,"http://www.iucnredlist.org/details/classify/161457/0","http://www.iucnredlist.org/pdflink.161457","http://www.fishbase.org/summary/Rhinobatos-glaucostigma.html"
"Rhinobatos holcorhynchus","Slank sandkruiper, Slank guitarfisk, Slender guitarfish, Slanke gitaarrog","RAJIFORMES","RHINOBATIDAE","DD",161405,"http://www.iucnredlist.org/details/classify/161405/0","http://www.iucnredlist.org/pdflink.161405","http://www.fishbase.org/summary/Rhinobatos-holcorhynchus.html"
"Rhinobatos horkelii","Brasiliansk guitarfisk, Geigenrochen, Brazilian guitarfish, Guitarra, Braziliaanse gitaarrog, Viola, Raia-viola","RAJIFORMES","RHINOBATIDAE","CR",41064,"http://www.iucnredlist.org/details/classify/41064/0","http://www.iucnredlist.org/pdflink.41064","http://www.fishbase.org/summary/Rhinobatos-horkelii.html"
"Rhinobatos hynnicephalus","Angel fish, Ringstraked guitarfish, Ringstreaked guitarfish, Komon-sakatazame, Chom-su-gu-ri, Ringgitaarrog","RAJIFORMES","RHINOBATIDAE","NT",60167,"http://www.iucnredlist.org/details/classify/60167/0","http://www.iucnredlist.org/pdflink.60167","http://www.fishbase.org/summary/Rhinobatos-hynnicephalus.html"
"Rhinobatos irvinei","Pilohrbet Irvinuv, Rejnokovec Irvineuv, Pigrygget guitarfisk, Spineback guitarfish, Irvine guitarra, Raie-guitare dirvine, Stekelruggitaarrog","RAJIFORMES","RHINOBATIDAE","VU",161409,"http://www.iucnredlist.org/details/classify/161409/0","http://www.iucnredlist.org/pdflink.161409","http://www.fishbase.org/summary/Rhinobatos-irvinei.html"
"Rhinobatos jimbaranensis","","RAJIFORMES","RHINOBATIDAE","VU",63167,"http://www.iucnredlist.org/details/classify/63167/0","http://www.iucnredlist.org/pdflink.63167","http://www.fishbase.org/summary/Rhinobatos-jimbaranensis.html"
"Rhinobatos lentiginosus","Hvalhaj, Geigenrochen, Atlantic guitarfish, Atlantic guitafish, Freckled guitarfish, Guitarfish, Spotted guitarfish, Guitarra, Guitarra moteada, guitarra diablito, Pesce violino, Sakatazame, Guitaarrog, Gitaarrog, Sproetige gitaarrog, Vioolrog, Viola, Pyatnistyi gitarnyi skat, Pasiraza, Razopas, Hajrocka","RAJIFORMES","RHINOBATIDAE","NT",161743,"http://www.iucnredlist.org/details/classify/161743/0","http://www.iucnredlist.org/pdflink.161743","http://www.fishbase.org/summary/Rhinobatos-lentiginosus.html"
"Rhinobatos leucorhynchus","Hvidsnudet guitarfisk, Whitesnout guitarfish, Guitarfish, Whitenose guitarfish, Guitarra, Guitarra trompa blanca, Poisson-guitare nez blanc, Witsnuitgitaarrog","RAJIFORMES","RHINOBATIDAE","NT",60168,"http://www.iucnredlist.org/details/classify/60168/0","http://www.iucnredlist.org/pdflink.60168","http://www.fishbase.org/summary/Rhinobatos-leucorhynchus.html"
"Rhinobatos leucospilus","Gryskol-sandkruiper, Grayspottted guitarfish, Grayspot guitarfish, Greyspot guitarfish, Greyspot sandshark, grayspotted guitarfish, Soroboa, Grijsgestippelde gitaarrog","RAJIFORMES","RHINOBATIDAE","DD",161555,"http://www.iucnredlist.org/details/classify/161555/0","http://www.iucnredlist.org/pdflink.161555","http://www.fishbase.org/summary/Rhinobatos-leucospilus.html"
"Rhinobatos lionotus","Glatrygget guitarfisk, Norman's shovelnose ray, Smoothback guitarfish, Jokikitararausku, Gladruggitaarrog","RAJIFORMES","RHINOBATIDAE","DD",161677,"http://www.iucnredlist.org/details/classify/161677/0","http://www.iucnredlist.org/pdflink.161677","http://www.fishbase.org/summary/Rhinobatos-lionotus.html"
"Rhinobatos microphthalmus","Smalleyed guitarfish, Kleinooggitaarrog","RAJIFORMES","RHINOBATIDAE","DD",161654,"http://www.iucnredlist.org/details/classify/161654/0","http://www.iucnredlist.org/pdflink.161654","http://www.fishbase.org/summary/Rhinobatos-microphthalmus.html"
"Rhinobatos nudidorsalis","","RAJIFORMES","RHINOBATIDAE","NT",60169,"http://www.iucnredlist.org/details/classify/60169/0","http://www.iucnredlist.org/pdflink.60169","http://www.fishbase.org/summary/Rhinobatos-nudidorsalis.html"
"Rhinobatos obtusus","Shank-armachh, Hangor, Widenose guitarfish, Blunt shovel nose ray, Grey guitarfish, Lanj, Breedsnuitgitaarrog, Padangan, Pare, Suttuwarah","RAJIFORMES","RHINOBATIDAE","VU",60170,"http://www.iucnredlist.org/details/classify/60170/0","http://www.iucnredlist.org/pdflink.60170","http://www.fishbase.org/summary/Rhinobatos-obtusus.html"
"Rhinobatos ocellatus","Spikkel-sandkruiper, Speckled guitarfish, Gespikkelde gitaarrog","RAJIFORMES","RHINOBATIDAE","DD",161697,"http://www.iucnredlist.org/details/classify/161697/0","http://www.iucnredlist.org/pdflink.161697","http://www.fishbase.org/summary/Rhinobatos-ocellatus.html"
"Rhinobatos penggali","","RAJIFORMES","RHINOBATIDAE","VU",63166,"http://www.iucnredlist.org/details/classify/63166/0","http://www.iucnredlist.org/pdflink.63166","http://www.fishbase.org/summary/Rhinobatos-penggali.html"
"Rhinobatos percellens","Sydlig guitarfisk, Geigenrochen, Fiddlerfish, Chola guitarfish, Guitarfish, fiddlefish, southern guitarfish, Puraque, Guitarra, Guitarra chola, Keltakuonokitararausku, Poisson-guitare chola, Raie-guitare chola, Pesce chittara, Botan-sakatazame, Verpletterende gitaarrog, Chola vioolrog, Viola, Arraia-viola, Guitarra, Raia-viola, Viola do Golfo, Viola-do-Golfo, Sydlig Hajrocka","RAJIFORMES","RHINOBATIDAE","NT",161373,"http://www.iucnredlist.org/details/classify/161373/0","http://www.iucnredlist.org/pdflink.161373","http://www.fishbase.org/summary/Rhinobatos-percellens.html"
"Rhinobatos petiti","","RAJIFORMES","RHINOBATIDAE","DD",161684,"http://www.iucnredlist.org/details/classify/161684/0","http://www.iucnredlist.org/pdflink.161684","http://www.fishbase.org/summary/Rhinobatos-petiti.html"
"Rhinobatos planiceps","Peruansk guitarfisk, Peruanischer Geigenrochen, Pacific guitarfish, Flathead guitarfish, Guitarfish, Peruvian guitarfish, Guitarra, Guitarra del pacifico, Pez-guitarra, Perunkitararausku, Poisson-guitare du Pacifique, Pesce chittara, Platkopgitaarrog, Peruaanse vioolrog, Rocha peruwianska, Viola do Peru, Peruansk Hajrocka","RAJIFORMES","RHINOBATIDAE","DD",44584,"http://www.iucnredlist.org/details/classify/44584/0","http://www.iucnredlist.org/pdflink.44584","http://www.fishbase.org/summary/Rhinobatos-planiceps.html"
"Rhinobatos prahli","Gogona guitarfish, Gorgona guitarfish, Guitarfish, Guitarra de Gorgona, Gorgoongitaarrog","RAJIFORMES","RHINOBATIDAE","DD",63158,"http://www.iucnredlist.org/details/classify/63158/0","http://www.iucnredlist.org/pdflink.63158","http://www.fishbase.org/summary/Rhinobatos-prahli.html"
"Rhinobatos productus","Amerikansk guitarfisk, Guitarfish, Northern guitarfish, Pointed-nose guitarfish, Pointed-nosed guitarfish, Shovel-nose shark, shovelnose guitarfish, Guitarra trompa pala, Guitarra, Guitarra viola, Amerikankitararausku, Poisson-guitare spatule, Schuifsnuitgitaarrog, Rocha aksamitna","RAJIFORMES","RHINOBATIDAE","NT",60171,"http://www.iucnredlist.org/details/classify/60171/0","http://www.iucnredlist.org/pdflink.60171","http://www.fishbase.org/summary/Rhinobatos-productus.html"
"Rhinobatos punctifer","Salfooh, Plettet guitarfisk, Spotted guitarfish, Gestippelde gitaarrog","RAJIFORMES","RHINOBATIDAE","DD",161447,"http://www.iucnredlist.org/details/classify/161447/0","http://www.iucnredlist.org/pdflink.161447","http://www.fishbase.org/summary/Rhinobatos-punctifer.html"
"Rhinobatos rhinobatos","Mourr, Guitarra, Chiterra, Almindelig guitarfisk, Glattrochen, Geigenrochen, Hairochen, gemeiner Geigenrochen, Rinovatos, Common guitarfish, Common violinfish, Guitarfish, Lengthened shape, Manta, Mediterranean longnose, Violinfish, common mediterranean guitarfish, Rebeca, Guitarra, Manta, Picudos, Viola, Kitararausku, Guitare, Guitare de mer commune, Poisson-guitare commun, Raie-guitare commune, Rhinobate commun, Violon de mer, Pesce chitarra, Calascione, Catarre, Chetarre, Galascioene, Mandolino, Pesce violino, Pesce viuline, Pesciu chitara, Pisci chitarra, Pisci viulinu, Quatra viuline, Squadre, Squadru monicu, Squotre, Viulinu, Rebekkin, Vjolin, Gewone gitaarrog, Gewone vioolrog, Rocha, Viola, Cassapai, Guitarra, Rabeca, Raia-de-altura, Raia-do-alto, Uzunkeler baligi, Thiaukher","RAJIFORMES","RHINOBATIDAE","EN",63131,"http://www.iucnredlist.org/details/classify/63131/0","http://www.iucnredlist.org/pdflink.63131","http://www.fishbase.org/summary/Rhinobatos-rhinobatos.html"
"Rhinobatos sainsburyi","","RAJIFORMES","RHINOBATIDAE","LC",42721,"http://www.iucnredlist.org/details/classify/42721/0","http://www.iucnredlist.org/pdflink.42721","http://www.fishbase.org/summary/Rhinobatos-sainsburyi.html"
"Rhinobatos salalah","Salalah guitarfish, Salalahgitaarrog","RAJIFORMES","RHINOBATIDAE","DD",60172,"http://www.iucnredlist.org/details/classify/60172/0","http://www.iucnredlist.org/pdflink.60172","http://www.fishbase.org/summary/Rhinobatos-salalah.html"
"Rhinobatos schlegelii","Schlegelluv rejnokovec, Gul guitarfisk, Geigenrochen, Yellow guitarfish, Beaked guitar fish, Brown guitarfish, Guitarfish, Sand shark, Sand skate shark, Shovelnose, Sakatazame, Ka-rae-sang-o, Bruine gitaarrog","RAJIFORMES","RHINOBATIDAE","DD",161713,"http://www.iucnredlist.org/details/classify/161713/0","http://www.iucnredlist.org/pdflink.161713","http://www.fishbase.org/summary/Rhinobatos-schlegelii.html"
"Rhinobatos variegatus","","RAJIFORMES","RHINOBATIDAE","DD",161476,"http://www.iucnredlist.org/details/classify/161476/0","http://www.iucnredlist.org/pdflink.161476","http://www.fishbase.org/summary/Rhinobatos-variegatus.html"
"Rhinobatos zanzibarensis","","RAJIFORMES","RHINOBATIDAE","NT",60176,"http://www.iucnredlist.org/details/classify/60176/0","http://www.iucnredlist.org/pdflink.60176","http://www.fishbase.org/summary/Rhinobatos-zanzibarensis.html"
"Rhinochimaera africana","Paddlenose chimaera, Paddlenose spookfish","CHIMAERIFORMES","RHINOCHIMAERIDAE","DD",60144,"http://www.iucnredlist.org/details/classify/60144/0","http://www.iucnredlist.org/pdflink.60144","http://www.fishbase.org/summary/Rhinochimaera-africana.html"
"Rhinochimaera atlantica","knifenose chimaera, Atlantic knife-nose chimaera, Broadnose chimaera, Spearnose chimaera, Straightnose rabbitfish, knife-nosed chimaera, Quimeras elefante, Atlantinnokkakuningas, Nishi-tenguginzame","CHIMAERIFORMES","RHINOCHIMAERIDAE","LC",60145,"http://www.iucnredlist.org/details/classify/60145/0","http://www.iucnredlist.org/pdflink.60145","http://www.fishbase.org/summary/Rhinochimaera-atlantica.html"
"Rhinochimaera pacifica","Narrownose chimaera, Deep-sea Pacific knife-nose chimaera, Deep-sea chimaera, Longnosed chimaera, Pacific longnose chimaera, Pacific longnosed chimaera, Pacific spookfish, Pinocchiofish, Ratfish, Widenosed chimaera, knifenose chimaera, Tengu-ginzame","CHIMAERIFORMES","RHINOCHIMAERIDAE","LC",60146,"http://www.iucnredlist.org/details/classify/60146/0","http://www.iucnredlist.org/pdflink.60146","http://www.fishbase.org/summary/Rhinochimaera-pacifica.html"
"Rhinoptera bonasus","morgath drwynbwl, Kuhkopfrochen, Atlantischer Kuhnasenrochen, kuhnasenrochen, Cownose ray, Cow-nosed ray, Cowfish, Manta, Skeete, cownose rays, Chucho, Cara de vaca, Chucho mono, Gavilan mancha, Gavilan manchado, Mancha, Kurogane-ushibana-tobi-ei, Echte koeneusrog, Raia, Arraia, Raia-focinho-de-vaca, Raia-sapo, Raia-ticonha, Ticonha, Komulerocka, Ndiaouatt, Toumboulann","RAJIFORMES","RHINOPTERIDAE","NT",60128,"http://www.iucnredlist.org/details/classify/60128/0","http://www.iucnredlist.org/pdflink.60128","http://www.fishbase.org/summary/Rhinoptera-bonasus.html"
"Rhinoptera brasiliensis","Ticon cownose ray, Brazilian cow-nose ray, Brazilian cow-nosed ray, Brazilian cownose ray, Manta hocico de vaca, Mourine ticon, Braziliaanse koeneusrog, Ticonha, Arraia-ticonha","RAJIFORMES","RHINOPTERIDAE","EN",44595,"http://www.iucnredlist.org/details/classify/44595/0","http://www.iucnredlist.org/pdflink.44595","http://www.fishbase.org/summary/Rhinoptera-brasiliensis.html"
