"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase"
"Isistius plutodus","Langtandet cookiecutterhaj, Largetooth cookie-cutter shark, Bigtooth cookiecutter, Gulf dogfish, Longtooth cookiecutter shark, largetooth cookiecutter shark, Pikkuleikkurihai, Squalelet dentu, Kohire-darumazame, Langtandkoekjessnijder","SQUALIFORMES","DALATIIDAE","LC",60212,"http://www.iucnredlist.org/details/classify/60212/0","http://www.iucnredlist.org/pdflink.60212","http://www.fishbase.org/summary/Isistius-plutodus.html"
"Isogomphodon oxyrhynchus","daggernose shark, Isogomphodon oxyrhynchus, Tsubakurozame, Dolkneushaai","CARCHARHINIFORMES","CARCHARHINIDAE","CR",60218,"http://www.iucnredlist.org/details/classify/60218/0","http://www.iucnredlist.org/pdflink.60218","http://www.fishbase.org/summary/Isogomphodon-oxyrhynchus.html"
"Isurus oxyrinchus","Haringhaai, Kortvin-mako, Qarsh, Al karch, Deeba, Marraix, Salroig, Solraig, Hui qing sha, Pesciu canu, Sildehaj, Almindelig makohaj, Mako-haj, Makrelhaj, Blauhai, Kurzflossen-Mako, Kurzflossen-Makohai, Mako, Makohai, Makrelenhai, Carcharias, Rynchocarcharias, Rynchokarcharias, Skyllopsaro, Short-finned mako, Atlantic mako, Blue pointer, Blue shark, Bonito shark, Dog shark, Mackerel porbeagle, Mackerel shark, Mako, Mako shark, Moro shark, Pointed nose shark, Sharp-nose mackerel shark, Sharp-nosed mackerel shark, Sharp-nosed shark, Sharpnose mackerel shark, Short-finned Mako Shark, Shortfin mako shark, Shortfin shark, Snapper shark, Tribon blou, shortfin mako, Marrajo, Atunero, Cane de mare, Carito, Dentuda, Dentuse, Diamante, Dientuse, Dientuso, Dientuso azul, Maco, Mako, Marrajo dientuso, Moro, Pesce tondo, Solraig, Tiburon carite, Tinto, Kooseh-e-vahshi, Makrillihai, Requin-tigre, Bleu pointu, Lamie, Mako, Marache, Oxyrhine, Requin bleu, Requin mako, Requin maquereau, Requin taupe bleu, Requin-taupe bleu, Taupe bleu, Taupe bleue, Amlez, Kucak, Canesca, Cagna, Cagnizzo, Cani di mari, Caniscu, Cranicia, Mako, Meanto, Mianto, Muanto, Ossirina, Pisci tunnu, Smeriglio mako, Squalo mako, Tunnu palamitu, Aozame, Meikotsu, Chlarm, Ch'ong-sang-a-ri, Ngutukao, Mako, Jerung, Jerung-mako sirip pendek, Pixxiplamptu, Pixxitondu, Haringhaai, Haai, Kortvinmakreelhaai, Makreelhaai, Spitssnuit makreelhaai, Spitssnuitharinghaai, Spitssnuitmakreelhaai, kortvin makreelhaai, spitsneushaai, Makrellhai, Rekin ostronosy, Anequim, Anequin barbatana curta, Mako, Marracho, Marracho-azul, Peixe-ruim, Rinquim, Rrnquim, Sombreiro, tubarao-anequim, Rechin macrou, Aso-polota, Cawar, Peshkagen tonil, Peshkaqen tonil, Kucina, Psina du gonasa, Makrillhaj, Mako, Papa nyamarasi, Papa nyamzani, Papa sumbwi, Ganumu sorrah, Ganumu-sorrah, Ganumu sora, Pating, Dikburun, Canavar baligi, Dikburuncanavar baligi, Sivriburuncanavar baligi, Ma'o a'ahi, Ma'o aahi, Mako, Gisandoo, Guissando, Sidi","LAMNIFORMES","LAMNIDAE","VU",39341,"http://www.iucnredlist.org/details/classify/39341/0","http://www.iucnredlist.org/pdflink.39341","http://www.fishbase.org/summary/Isurus-oxyrinchus.html"
"Isurus paucus","Langvin-mako, Makrelhaj, Langfinnet mako, Langfinnet makohaj, Langflossen-Mako, Langflossen-Makohai, Langflossen-Makoo, Makohai, longfin mako, Long-fin mako, Longfinned mako shark, Mako, longfin mako shark, longfish mako, Dientuso prieto, marrajo carite, Makohai, Isurus paucus, Petit requin-taupe, Petite requin taupe, Petite taupe, petit taupe, taupe longue aile, Smeriglio mako, Bake-aozame, Jerung, Jerung-mako sirip panjang, Langvinmakreelhaai, Ostronos dlugopletwy, Anequim-preto","LAMNIFORMES","LAMNIDAE","VU",60225,"http://www.iucnredlist.org/details/classify/60225/0","http://www.iucnredlist.org/pdflink.60225","http://www.fishbase.org/summary/Isurus-paucus.html"
"Lamiopsis temminckii","Bredfinnet haj, Sharptooth lemon shark, Broadfin shark, Fawn shark, Lamiopsis, Requin grandes ailes, Nedunthala, Tekkan sravu, Yu sirip lebar, Yu, Breedvinhaai, Koora sura, Neeti sura, Noeti sura","CARCHARHINIFORMES","CARCHARHINIDAE","EN",161570,"http://www.iucnredlist.org/details/classify/161570/0","http://www.iucnredlist.org/pdflink.161570","http://www.fishbase.org/summary/Lamiopsis-temminckii.html"
"Lamna ditropis","Marraix, Pacifisk Sildehaj, Stillehavs-sildehaj, Stilllehavssildehaj, Lachshai, Atlantischer Heringshai, Heringshai, Menschenhai, Pazifischer Heringshai, salmon shark, Mackerel shark, Porbeagle, Marraix, Ludia, Marraco, Marrajo, Marraquet, Lohihai, Requin saumon, Lami, Lamie, Loutre de mer, Maraiche, Requin long-nez, Requin taupe saumon, Requin-taupe commun, Requin-taupe saumon, Squale-nez, Taupe de mer, Touille boeuf, Touille-boeuf, taupe du Pacifique, Lamna ditropis, Smeriglio del Pacifico, Nezumizame, Zalmhaai, Pacifische haringhaai, Lamna dwustepkowa, Laxhaj","LAMNIFORMES","LAMNIDAE","LC",39342,"http://www.iucnredlist.org/details/classify/39342/0","http://www.iucnredlist.org/pdflink.39342","http://www.fishbase.org/summary/Lamna-ditropis.html"
"Lamna nasus","Haringhaai, Kalb, Marraix, Sbrigliulu, Sildehaj, Almindelig sildehaj, Heringshai, Kalbfisch, Lamia, Skylopsaro, Beaumaris shark, Blue dog, Mackerel shark, Porbeagle, Porbeagle shark, Porbeale shark, Cailon, Marrajo, Marrajo sardinero, Moka, Tintorera, Sillihai, Hemari, Lamie, Lamnie, Muzeraille, Requin taupe, Requin taupe commun, Requin-taupe, Requin-taupe commun, Taupe, Taupe commune, Touille, Veau de mer, An craosaire, Kucina, Morski pas, Smeriglio, Cagnizza, Talpa, Pixxiplamptu, Pixxiplamtu, Haringhaai, Latoer, Neushaai, Haabrand, Zarlacz sledziowy, Lamna, Anequim, Arrequim, Marracho, Sardo, Rechinul scrumbiilor, Tonil, Kucina, Psina atlantska, Sillhaj, Dikburun karkarias, Dikburunkarkarias baligi, Ndiagadar","LAMNIFORMES","LAMNIDAE","VU",11200,"http://www.iucnredlist.org/details/classify/11200/0","http://www.iucnredlist.org/pdflink.11200","http://www.fishbase.org/summary/Lamna-nasus.html"
"Leptocharias smithii","Baard-hondhaai, Taess, Smiths Schlankhai, Barbelled houndshark, Barbeled hound shark, barbeled houndshark, Marajo, Gallo, Hiirihai, Requin, Chien de mer roux, Emissole barbue, Voeldraadhondshaai","CARCHARHINIFORMES","LEPTOCHARIIDAE","NT",39350,"http://www.iucnredlist.org/details/classify/39350/0","http://www.iucnredlist.org/pdflink.39350","http://www.fishbase.org/summary/Leptocharias-smithii.html"
"Leucoraja circularis","rea florien, Rajada d'anells, Rajada d' anells, morgath gron, Sandrokke, Sandroche, Sandrochen, Salahi, Strogylovatos, cuckoo ray, sandy ray, sandy skate, Raya circular, Raya falsa vela, Raya falsa-vela, Hietarausku, raie ronde, Raie circulaire, Raie ronde circulaire, raie de sable, Sandskata, Razza rotonda, Zandrog, Sandskate, Sandrokke, Raja piaskowa, Raje e rrumbullaket, Raza smedjana, Sandrocka, Vatoz, Kumvatozu baligi","RAJIFORMES","RAJIDAE","EN",161464,"http://www.iucnredlist.org/details/classify/161464/0","http://www.iucnredlist.org/pdflink.161464","http://www.fishbase.org/summary/Leucoraja-circularis.html"
"Leucoraja compagnoi","Tigertail skate, Tiger-tail skate, Tijgerstaartrog","RAJIFORMES","RAJIDAE","DD",161704,"http://www.iucnredlist.org/details/classify/161704/0","http://www.iucnredlist.org/pdflink.161704","http://www.fishbase.org/summary/Leucoraja-compagnoi.html"
"Leucoraja erinacea","Lille rokke, little skate, Little common skate, Little summer skate, common skate, summer skate, Kleine rog, Raja kanadyjska, Vatos mic, Igelkottsrocka","RAJIFORMES","RAJIDAE","NT",161418,"http://www.iucnredlist.org/details/classify/161418/0","http://www.iucnredlist.org/pdflink.161418","http://www.fishbase.org/summary/Leucoraja-erinacea.html"
"Leucoraja fullonica","Baqaret Shaoukeh, Cardaire, Razza spinosa, morgath gribog, Chagrinroche, Chagrinrochen, Fullers Rochen, Schnabelrochen, Walkerrochen, Salahi, Akanthovatos, shagreen skate, Dun cow, Fuller's ray, Fuller's shagreen ray, Raie-chardon, Rough flapper, shagreen ray, Raya blanca, Cardaire, Morel, Piscat, Rajada, Raya cardadora, Raya morruda, Romaguera, Flossade, Cardeira, Clavelade, Raie chardon, Raie-chardon, Rocher, Razza spinosa, Raya cardadora, Raja petruza, Kaardrog, Nebbskate, Nebbrokke, Raja kosmata, Raia, Arraia, Raia pregada, Raia-pregada, Raza crnopjega, Vatoz, Dikenlivatoz baligi","RAJIFORMES","RAJIDAE","VU",161461,"http://www.iucnredlist.org/details/classify/161461/0","http://www.iucnredlist.org/pdflink.161461","http://www.fishbase.org/summary/Leucoraja-fullonica.html"
"Leucoraja garmani","Freckled skate, Rosetted skate, rosette skate, Rusettirausku, Raie rosette, Rozetrog, rosette skate, Leopard skate, northern rosette skate","RAJIFORMES","RAJIDAE","LC",161419,"http://www.iucnredlist.org/details/classify/161419/0","http://www.iucnredlist.org/pdflink.161419","http://www.fishbase.org/summary/Leucoraja-garmani.html"
"Leucoraja lentiginosa","Freckled skate, speckled skate, raya pecosa, Sproetrog","RAJIFORMES","RAJIDAE","DD",161318,"http://www.iucnredlist.org/details/classify/161318/0","http://www.iucnredlist.org/pdflink.161318","http://www.fishbase.org/summary/Leucoraja-lentiginosa.html"
"Leucoraja leucosticta","Whitedappled skate, Appelgrauwe rog","RAJIFORMES","RAJIDAE","DD",161685,"http://www.iucnredlist.org/details/classify/161685/0","http://www.iucnredlist.org/pdflink.161685","http://www.fishbase.org/summary/Leucoraja-leucosticta.html"
"Leucoraja melitensis","Malteserrokke, Malteser Rochen, Vatos Maltas, Maltese skate, Maltese brown ray, Maltese ray, Raya de Malta, Raie de Malte, Razza maltese, Pichira janca, Raja Maltija, Raja ta' Malta, Raja ta'Malta, Maltese rog","RAJIFORMES","RAJIDAE","CR",61405,"http://www.iucnredlist.org/details/classify/61405/0","http://www.iucnredlist.org/pdflink.61405","http://www.fishbase.org/summary/Leucoraja-melitensis.html"
"Leucoraja naevus","Baqara Mzahrah, Rajada vestida, morgath lygadog, Pletrokke, Kuckucksrochen, Kuckucksroche, Psifidovatos, sandy ray, Butterfly skate, Cuckoo skate, cuckoo ray, Raya santiguesa, Raia santiaguesa, Raya basta, Raya de San Pedro, Raya santiaguesa, Marmorirausku, Raie fleurie, Razza fiorita, Pichira rutunnula, Razza cucolo, Razza cuculo, wilde rog, Grootoogrog, Koekoeksrog, grootoog, Raja dwuplama, Raia-de-dois-olhos, Raia de dois olhos, Raza smedja, Blomrocka, Vatoz","RAJIFORMES","RAJIDAE","LC",161626,"http://www.iucnredlist.org/details/classify/161626/0","http://www.iucnredlist.org/pdflink.161626","http://www.fishbase.org/summary/Leucoraja-naevus.html"
"Leucoraja ocellata","Vinterrokke, winter skate, Winter big skate, big skate, eyed skate, Razza occhiata, Spiegelrog, Winterrog, Raia-inverneira, Vinterrocka","RAJIFORMES","RAJIDAE","EN",161631,"http://www.iucnredlist.org/details/classify/161631/0","http://www.iucnredlist.org/pdflink.161631","http://www.fishbase.org/summary/Leucoraja-ocellata.html"
"Leucoraja pristispina","","RAJIFORMES","RAJIDAE","LC",195458,"http://www.iucnredlist.org/details/classify/195458/0","http://www.iucnredlist.org/pdflink.195458","http://www.fishbase.org/summary/Leucoraja-pristispina.html"
"Leucoraja wallacei","Rog, Witpoeding-rog, Yellowspotted skate, Blancmange skate, Skate, Yellospotted skate, Yellow spotted skate, Yellowspot skate, Raya de Wallace, Raie de Wallace, Blancmangerrog, Raia sardenta","RAJIFORMES","RAJIDAE","LC",161492,"http://www.iucnredlist.org/details/classify/161492/0","http://www.iucnredlist.org/pdflink.161492","http://www.fishbase.org/summary/Leucoraja-wallacei.html"
"Leucoraja yucatanensis","Yucatan-rokke, Yucatan skate, Yucatan whiteskate, Yucatanrog","RAJIFORMES","RAJIDAE","DD",161604,"http://www.iucnredlist.org/details/classify/161604/0","http://www.iucnredlist.org/pdflink.161604","http://www.fishbase.org/summary/Leucoraja-yucatanensis.html"
"Loxodon macrorhinus","Sleetooghaai, Jarjur, Slit-eye shark, Jordan's blue dogshark, Jordans blue dogshark, Slender dogshark, sliteye shark, Requin bondeur, Requin sagrin, Papa, Togarimezame, Togarime zame, Kasioke, Mushi, Yu mata lekuk, Cucut pisang, Yu, Spleetooghaai, Marracho agudo, Libax, Jeer-jeer, Papa, Cosorrah, Chalarm Paag-laem, Pating, sliteye shark","CARCHARHINIFORMES","CARCHARHINIDAE","LC",41831,"http://www.iucnredlist.org/details/classify/41831/0","http://www.iucnredlist.org/pdflink.41831","http://www.fishbase.org/summary/Loxodon-macrorhinus.html"
"Makararaja chindwinensis","","RAJIFORMES","DASYATIDAE","DD",161698,"http://www.iucnredlist.org/details/classify/161698/0","http://www.iucnredlist.org/pdflink.161698","http://www.fishbase.org/summary/Makararaja-chindwinensis.html"
"Malacoraja kreffti","Kreffts Rochen, Krefft's ray, Krefft's skate, Kreffts skate, Raya de Krefft, Raie de Krefft, Bleikskata","RAJIFORMES","RAJIDAE","LC",63125,"http://www.iucnredlist.org/details/classify/63125/0","http://www.iucnredlist.org/pdflink.63125","http://www.fishbase.org/summary/Malacoraja-kreffti.html"
"Malacoraja obscura","","RAJIFORMES","RAJIDAE","DD",63133,"http://www.iucnredlist.org/details/classify/63133/0","http://www.iucnredlist.org/pdflink.63133","http://www.fishbase.org/summary/Malacoraja-obscura.html"
"Malacoraja senta","smooth skate, Prickly skate, Smooth-tailed skate, Raya lisa norteamericana, Raie lisse, Gladde rog, Vatos neted","RAJIFORMES","RAJIDAE","EN",161477,"http://www.iucnredlist.org/details/classify/161477/0","http://www.iucnredlist.org/pdflink.161477","http://www.fishbase.org/summary/Malacoraja-senta.html"
"Malacoraja spinacidermis","Rog, Ruwevel-rog, Lodden rokke, Samthautrochen, Skate, Prickled ray, Prickled skate, Roughskin skate, soft skate, Raie molle, Raie mollette, Sjafnarskata, Stekelhuidrog","RAJIFORMES","RAJIDAE","LC",63126,"http://www.iucnredlist.org/details/classify/63126/0","http://www.iucnredlist.org/pdflink.63126","http://www.fishbase.org/summary/Malacoraja-spinacidermis.html"
"Manta alfredi","Reef manta ray, Alfred manta, Coastal manta ray, Inshore manta ray, Manta birostris, Manta ray, Prince Alfred's ray, Resident manta ray, Raie manta, Riifu Oniitomakiei","RAJIFORMES","MOBULIDAE","VU",195459,"http://www.iucnredlist.org/details/classify/195459/0","http://www.iucnredlist.org/pdflink.195459","http://www.fishbase.org/summary/Manta-alfredi.html"
"Manta birostris","Manta, Manta, Riesen-Teufelsrochen, Riesenmanta, Teufelsrochen, Diavolos, Teratos, Giant manta ray, Atlantic manta, Australian devilray, Blanketfish, Chevron manta ray, Devil fish, Devil ray, Devil-ray, Eagleray, Giant Atlantic manta, Giant Oceanic Manta Ray, Giant devil ray, Giant manta, Great devil fish, Manta, Manta ray, Mantaray, Munguna, Oceanic manta ray, Pacific manta, Pacific manta ray, Pelagic manta ray, Prince Alfreds ray, Sea devil, Skeete, devilfish, Manta birostris, Manta, Manta atlantica, Manta cornuda, Manta diablo, Manta raya, Manta voladora, Mantaraya, Mortaja voladora, Raya, manta gigante, Paholaisrausku, Vevewai, vai mataitalia, Manta, Diable de mer, Grande mante, Mante, Mante atlantique, Mante du Pacifique, Raie manta, Hahalua, Manta, Diavolo di mare, Itomaki-ei, Oni-itomaki-ei, Plampangan, Cawang kalung, Pari kelawar, Pari kola, Pari paung, Pari paus, Manta, Duivelsrog, Djevlerokke, Manta, Manta, Diabo-do-mar, Jamanta, Jamanta gigante, Maroma, Morcego-do-mar, Peixe-diabo, Raia-jamanta, Ucha, Urjamanta, Diavol de mare, Gaangish, Manta, Manta, Stillahavsmanta, Taachui, Kotuwa-tiriki, Pagi, Fafa piti, Fafapiti, Fafarua, Hahapiti, Choucounteur","RAJIFORMES","MOBULIDAE","VU",198921,"http://www.iucnredlist.org/details/classify/198921/0","http://www.iucnredlist.org/pdflink.198921","http://www.fishbase.org/summary/Manta-birostris.html"
"Megachasma pelagios","Megamundhaj, megamouth shark, Big mouth shark, Megachasma pelagios, Kitahai, Requin grande gueule, Requin grande guele, Grootbekhaai, Megamouth","LAMNIFORMES","MEGACHASMIDAE","LC",39338,"http://www.iucnredlist.org/details/classify/39338/0","http://www.iucnredlist.org/pdflink.39338","http://www.fishbase.org/summary/Megachasma-pelagios.html"
"Miroscyllium sheikoi","Rasptooth dogfish","SQUALIFORMES","ETMOPTERIDAE","DD",44564,"http://www.iucnredlist.org/details/classify/44564/0","http://www.iucnredlist.org/pdflink.44564","http://www.fishbase.org/summary/Miroscyllium-sheikoi.html"
"Mitsukurina owstoni","Kabouterhaai, Troldhaj, Japanischer nasenhai, Goblinhai, Koboldhai, Nasenhai, Teppichhai, Goblin shark, Elfin shark, Elphin shark, Japanese goblin shark, elphin (or elfin) shark, tengu (goblin) shark, Mitsukurina owstoni, tiburones duende, Peikkohai, Hiisihai, Requin lutin, Mitsukurina owstoni, Squalo folletto, Squalo goblin, Mitsukurizame, Teguzame, Tenguzame, Zoozame, aitvarinis ryklys, Neushaai, Japanese neushaai, Kabouterhaai, Koboldhaai, Schoffelneushaai, Nesehai, Mitsukurina, nasuta, Trollhaj","LAMNIFORMES","MITSUKURINIDAE","LC",44565,"http://www.iucnredlist.org/details/classify/44565/0","http://www.iucnredlist.org/pdflink.44565","http://www.fishbase.org/summary/Mitsukurina-owstoni.html"
"Mobula eregoodootenkee","","RAJIFORMES","MOBULIDAE","NT",41832,"http://www.iucnredlist.org/details/classify/41832/0","http://www.iucnredlist.org/pdflink.41832","http://www.fishbase.org/summary/Mobula-eregoodootenkee.html"
"Mobula hypostoma","Lesser devil ray, Atlantic devil ray, Atlantic devilray, Devil ray, Manta, Manta ray, Small devilfish, Raya, Diablo, Manta, Manta chica, Manta enana, Manta negra, manta del Golfo, Mante diable, Atlantische duivelsrog, Jamanta","RAJIFORMES","MOBULIDAE","DD",161737,"http://www.iucnredlist.org/details/classify/161737/0","http://www.iucnredlist.org/pdflink.161737","http://www.fishbase.org/summary/Mobula-hypostoma.html"
"Mobula japanica","Stekelstert-mobula, japanischer Rochen, Devilray, Devil ray, Japanese devil ray, Japanese devilray, Longhorned mobula, Manta, Manta ray, Mobula, Spinetail devil ray, spinetail mobula, Manta de espina, Mante aiguillat, Diable de mer japonais, Itomaki-ei, Plampangan, Cawang genul, Pari-paus ekor duri, Pari kalok, Pari kola, Pari paung, Pari paus, Gestekelde duivelsrog","RAJIFORMES","MOBULIDAE","NT",41833,"http://www.iucnredlist.org/details/classify/41833/0","http://www.iucnredlist.org/pdflink.41833","http://www.fishbase.org/summary/Mobula-japanica.html"
"Mobula kuhlii","","RAJIFORMES","MOBULIDAE","DD",161439,"http://www.iucnredlist.org/details/classify/161439/0","http://www.iucnredlist.org/pdflink.161439","http://www.fishbase.org/summary/Mobula-kuhlii.html"
"Mobula mobular","Mantellina, Manta, Diavulu di mare, Vacca di mare, Teufelsrochen, Atlantischer Teufelsrochen, Kleiner Teufelsroche, Kleiner Teufelsrochen, Meeresteufel, Mittelmeer-Manta, Diavolopsaro, devilfish, Devil fish, Devil ray, Giant devil ray, Giant devilray, Horny ray, Manta, Manta, Manta mobula, Maroma, Sarvirausku, Mante, Diable de mer, Manta, Golub uhan, Diavolo di mare, Daddarita, Manta, Mobula, Muchio vacca, Patesse addo capre, Pesce vesque, Pescio vacca, Pipistrello, Pisci daddarita, Pisci sceccu, Vacca 'emare, Vescovo, Shing pakat, Manta, Baqra, Raja tal-qrun, Kleine dulvelsrog, Duivelsrog, Kleine duivelsrog, Mobula, Manta, Diabo-do-mar, Jamanta, Jimanta, Maroma, Ugemanta, Uja, Uje, Urjamanta, Diavol de mare, Lope deti, djalli i detit, lopa e detit, Manta, Kulaklifulya baligi, Seytan baligi","RAJIFORMES","MOBULIDAE","EN",39418,"http://www.iucnredlist.org/details/classify/39418/0","http://www.iucnredlist.org/pdflink.39418","http://www.fishbase.org/summary/Mobula-mobular.html"
